class,log_frequency,average_gaze_duration,std_deviation,n_samples,std_error,ci_95_lower,ci_95_upper
class 1,0.3240028980214331,275.2740826066332,193.1578365536621,22501,1.287690295335792,272.750209627775,277.7979555854913
class 2,1.3130956254582435,275.0042641913448,194.14167170710283,2236,4.10565890142626,266.9571727445493,283.0513556381403
class 3,2.3611161660780264,266.4037002279851,187.77795563750408,232,12.328226762225944,242.24037577402223,290.56702468194794
class 4,3.287962103649057,266.1743341118374,158.33993748772124,22,33.758188100084745,200.00828543567133,332.3403827880035
class 5,4.297994689333966,83.37296479671097,37.99355716784514,3,21.93559045832683,40.37920749839039,126.36672209503156
