word,original_word,length,frequency,log_frequency,predictability,skip_probability,total_occurrences
had,had,3,1675.92,3.2242532837526237,0.057178514725242595,0.3333333333333333,12
agency,Agency,6,19.430000000000003,1.2884728005997825,0.00010000000000000003,0.3333333333333333,12
thomas,Thomas,6,32.07999999999999,1.506234359612126,0.00010000000000000003,0.3333333333333333,12
with,with,4,5048.330000000001,3.7031477361914535,0.0008203773929459866,0.3333333333333333,12
arnold,Arnold;,6,8.450000000000001,0.9268567089496925,0.00010000000000000003,0.3333333333333333,12
which,which,5,477.23999999999984,2.6787368370336044,0.0026761450636159224,0.3333333333333333,12
candidate,candidate,9,8.510000000000002,0.9299295600845879,0.00010000000000000003,0.3333333333333333,12
huxley,Huxley,6,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
davis,"Davis,""",5,17.37,1.2397998184470984,0.00010000000000000003,0.3333333333333333,12
brave,Brave,5,31.709999999999997,1.5011962420270886,0.00010000000000000003,0.3333333333333333,12
born,born,4,83.69000000000001,1.9226735678585538,0.0003875580755785292,0.3333333333333333,12
chevy,Chevy,5,3.43,0.5352941200427707,0.00010000000000000003,0.3333333333333333,12
1953,"1953,",4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
born,born,4,83.69000000000001,1.9226735678585538,0.002494461036800497,0.3333333333333333,12
was,was,3,5654.729999999999,3.752411873220891,0.9041068815253291,0.3333333333333333,12
more,more,4,1298.59,3.113472054195492,0.00010000000000000003,0.3333333333333333,12
william,William,7,32.40999999999999,1.51067903103221,0.00011725377856049142,0.3333333333333333,12
have,have,4,6161.410000000001,3.789680109103926,0.11299358332029243,0.3333333333333333,12
isham,"Isham,",5,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
three,three,5,542.2399999999999,2.734191551493303,0.00010000000000000003,0.3333333333333333,12
roosevelt,Roosevelt,9,4.920000000000001,0.6919651027673605,0.22635028140906854,0.3333333333333333,12
discovered,"""discovered""",10,28.759999999999994,1.458788881710845,0.00010000000000000003,0.3333333333333333,12
include,include,7,11.14,1.04688519083771,0.00010000000000000003,0.3333333333333333,12
forest,Forest,6,18.88,1.2760019899620503,0.00098870406464152,0.3333333333333333,12
daughter,daughter,8,171.34999999999994,2.2338841087658854,0.00010948745561901775,0.3333333333333333,12
beginning,beginning,9,63.12,1.8001669902013642,0.00010000000000000003,0.3333333333333333,12
foreign,foreign,7,22.289999999999996,1.3481100684802378,0.00020308631489779434,0.3333333333333333,12
angeles,"Angeles,",7,30.410000000000007,1.4830164201441323,0.00010000000000000003,0.3333333333333333,12
creteil,"Creteil,",7,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
los,Los,3,1.0,0.0,0.0007933580357885867,0.3333333333333333,12
coolidge,Coolidge,8,0.6100000000000001,-0.2146701649892329,0.22500137945621834,0.3333333333333333,12
richard,Richard,7,73.81999999999998,1.8681740408596388,0.00010000000000000003,0.3333333333333333,12
november,November,8,8.760000000000002,0.9425041061680806,0.00010000000000000003,0.3333333333333333,12
college,College,7,85.18000000000002,1.9303376357377298,0.00010000000000000003,0.3333333333333333,12
ranger,"Ranger""",6,7.430000000000002,0.8709888137605754,0.00010000000000000003,0.3333333333333333,12
davis,Davis,5,17.37,1.2397998184470984,0.00010000000000000003,0.3333333333333333,12
kid,"Kid""",3,339.19999999999993,2.5304558435846762,0.00010000000000000003,0.3333333333333333,12
jeanne,Jeanne,6,0.24000000000000007,-0.6197887582883939,0.00010000000000000003,0.3333333333333333,12
british,British,7,25.16,1.4007106367732314,0.00010000000000000003,0.3333333333333333,12
famously,famously,8,0.63,-0.2006594505464183,0.00010000000000000003,0.3333333333333333,12
called,called,6,340.02,2.5315044630251395,0.010371338514909149,0.3333333333333333,12
south,South,5,64.47000000000001,1.8093576702111063,0.00010000000000000003,0.3333333333333333,12
never,never,5,1362.5499999999997,3.1343524480684377,0.02013322835518008,0.3333333333333333,12
motion,motion,6,18.960000000000004,1.2778383330020477,0.00010000000000000003,0.3333333333333333,12
had,had,3,1675.92,3.2242532837526237,0.05753680981909249,0.3333333333333333,12
william,William,7,32.40999999999999,1.51067903103221,0.00010000000000000003,0.3333333333333333,12
york,York,4,138.61000000000004,2.141794563523657,0.6518531293288509,0.3333333333333333,12
said,said,4,1108.4500000000003,3.044716107722188,0.0061679355137135685,0.3333333333333333,12
for,for,3,6895.100000000001,3.838540569153386,0.007115694993033745,0.3333333333333333,12
then,then,4,1489.53,3.1730492545824505,0.0006022439148478526,0.3333333333333333,12
renounced,renounced,9,0.29,-0.5376020021010439,0.00010000000000000002,0.3333333333333333,9
trotter,"Trotter,",7,0.43,-0.3665315444204134,0.00010000000000000003,0.3333333333333333,12
connecticut,"Connecticut),",11,6.329999999999999,0.8014037100173551,0.00010000000000000003,0.3333333333333333,12
four,four,4,255.78000000000006,2.4078665830307755,0.036315446956376805,0.3333333333333333,12
films,films,5,14.710000000000006,1.1676126727275304,0.00010000000000000003,0.3333333333333333,12
casablanca,Casablanca,10,2.5099999999999993,0.399673721481038,0.00010000000000000003,0.3333333333333333,12
pittman,"Pittman,",7,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
had,had,3,1675.92,3.2242532837526237,0.17359437994485558,0.3333333333333333,12
mcgehee,"McGehee,",7,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
gibbons,Gibbons,7,2.7100000000000004,0.43296929087440567,0.00010000000000000003,0.3333333333333333,12
george,George,6,146.54999999999998,2.165985822774455,0.00010000000000000003,0.3333333333333333,12
role,role,4,18.22,1.2605483726369793,0.00010000000000000003,0.3333333333333333,12
wear,"Wear,",4,109.33,2.0387393481047487,0.00010000000000000003,0.3333333333333333,12
western,Western,7,13.31,1.1241780554746754,0.00010000000000000003,0.3333333333333333,12
potter,Potter,6,20.37,1.3089910290001643,0.00010000000000000003,0.3333333333333333,12
notable,notable,7,0.6100000000000001,-0.2146701649892329,0.00010000000000000003,0.3333333333333333,12
atlanta,"Atlanta,",7,6.549999999999998,0.8162412999917829,0.00010000000000000003,0.3333333333333333,12
published,"published,",9,7.200000000000002,0.8573324964312689,0.00010000000000000003,0.3333333333333333,12
also,also,4,206.42999999999998,2.314772812566055,0.0032267475197201505,0.3333333333333333,12
czar,czar,4,0.6899999999999998,-0.16115090926274475,0.00010000000000000003,0.3333333333333333,12
1987,"(1987),",4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
was,was,3,5654.729999999999,3.752411873220891,0.03260456609360523,0.3333333333333333,12
merged,merged,6,0.43,-0.3665315444204134,0.00010000000000000003,0.3333333333333333,12
1967,"(1967),",4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
is,is,2,9013.0,3.954869371066479,0.0063431995107528635,0.3333333333333333,12
only,only,4,1083.7099999999998,3.0349130808650098,0.00010000000000000003,0.3333333333333333,12
films,films,5,14.710000000000006,1.1676126727275304,0.00010000000000000003,0.3333333333333333,12
bush,"Bush,",4,14.120000000000003,1.149834696715785,0.00010000000000000003,0.3333333333333333,12
studying,studying,8,19.349999999999998,1.28668096935493,0.003793143958337896,0.3333333333333333,12
harness,harness,7,2.61,0.4166405073382809,0.00010000000000000003,0.3333333333333333,12
southern,Southern,8,11.61,1.0648322197385736,0.000837197045014963,0.3333333333333333,12
east,East,4,49.550000000000004,1.6950436588212943,0.04292343287098715,0.3333333333333333,12
moral,moral,5,13.51,1.1306553490220304,0.0005292423215402354,0.3333333333333333,12
making,making,6,222.53000000000006,2.34738856792903,0.00010000000000000003,0.3333333333333333,12
degree,degree,6,14.879999999999997,1.1726029312098596,0.0010311897921999832,0.3333333333333333,12
1960,(1960),4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
were,were,4,1662.82,3.220845239455421,0.45514986549059105,0.3333333333333333,12
an,an,2,1864.1399999999996,3.2704785254773365,0.029101789830488892,0.3333333333333333,12
excessive,excessive,9,2.43,0.3856062735983122,0.00010000000000000003,0.3333333333333333,12
great,great,5,820.86,2.914269093280119,0.0012173709599694273,0.3333333333333333,12
was,was,3,5654.729999999999,3.752411873220891,0.0003996709112652408,0.3333333333333333,12
company,Company,7,147.20000000000002,2.16790781000148,0.00010000000000000003,0.3333333333333333,12
economist,economist,9,0.22000000000000006,-0.6575773191777936,0.00010000000000000003,0.3333333333333333,12
electoral,electoral,9,0.5099999999999999,-0.2924298239020637,0.00010000000000000003,0.3333333333333333,12
ricos,Rico's,5,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
together,together,8,383.38999999999993,2.583640780943042,0.00015228745729994417,0.3333333333333333,12
murder,murder;,6,112.09999999999998,2.049605612594973,0.00010000000000000003,0.3333333333333333,12
a,a,1,20415.269999999997,4.309955128012859,0.14701696255985114,0.3333333333333333,12
college,College,7,85.18000000000002,1.9303376357377298,0.00010000000000000003,0.3333333333333333,12
1961,(1961),4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
war,War,3,174.75,2.2424171844177185,0.9880746191115897,0.3333333333333333,12
hawaii,Hawaii,6,11.960000000000003,1.0777311796523923,0.00010000000000000003,0.3333333333333333,12
us,U.S.,2,1695.6500000000003,3.229336214220752,0.00032028310796224427,0.3333333333333333,12
for,for,3,6895.100000000001,3.838540569153386,0.07103265643847619,0.3333333333333333,12
presidential,Presidential,12,5.590000000000001,0.7474118078864233,0.000322222453638926,0.3333333333333333,12
saviours,Saviour's,8,0.06000000000000002,-1.2218487496163564,0.00010000000000000003,0.3333333333333333,12
greatest,greatest,8,48.31,1.684037037486519,0.00010000000000000003,0.3333333333333333,12
wrote,wrote,5,71.15999999999998,1.8522359394118875,0.00010702418944289999,0.3333333333333333,12
also,also,4,206.42999999999998,2.314772812566055,0.0019010600527811772,0.3333333333333333,12
seat,seat,4,78.77999999999999,1.8964159764731223,0.019703454278657304,0.3333333333333333,12
minister,"Minister,",8,18.449999999999996,1.2659963704950792,0.00010000000000000003,0.3333333333333333,12
bush,Bush,4,14.120000000000003,1.149834696715785,0.00010000000000000003,0.3333333333333333,12
best,best,4,404.36999999999995,2.606778928032351,0.00013020428699411148,0.3333333333333333,12
us,U.S.,2,1695.6500000000003,3.229336214220752,0.00010000000000000003,0.3333333333333333,12
houses,houses,6,19.12,1.281487887940081,0.00010000000000000003,0.3333333333333333,12
conduct,conduct,7,11.099999999999996,1.0453229787866574,0.00010000000000000003,0.3333333333333333,12
royal,royal,5,23.240000000000006,1.3662361237182932,0.00010000000000000003,0.3333333333333333,12
house,House,5,514.0,2.7109631189952768,0.0051933299417425225,0.3333333333333333,12
some,some,4,1727.2400000000005,3.237352686979094,0.00035555171187232277,0.3333333333333333,12
challenged,challenged,10,4.04,0.6063813651106048,0.00010000000000000003,0.3333333333333333,12
elizabeth,Elizabeth,9,22.75,1.3569814009931311,0.00010000000000000003,0.3333333333333333,12
high,high,4,195.0,2.290034611362518,0.15005587976673332,0.3333333333333333,12
not,not,3,5424.96,3.734396540337466,0.5531159907630145,0.3333333333333333,12
actor,"actor,",5,26.329999999999988,1.4204508591060685,0.00010000000000000003,0.3333333333333333,12
nonviolent,Nonviolent,10,0.63,-0.2006594505464183,0.00010000000000000003,0.3333333333333333,12
and,and,3,13387.839999999998,4.126710513400981,0.0035004161359592063,0.3333333333333333,12
blaby,"Blaby,",5,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
1998,1998),4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
blacks,blacks,6,3.3299999999999987,0.52244423350632,0.00010000000000000003,0.3333333333333333,12
gladys,Gladys,6,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
sncc,(SNCC),4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
1936,1936,4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
great,great,5,820.86,2.914269093280119,0.00010000000000000003,0.3333333333333333,12
november,(November,8,8.760000000000002,0.9425041061680806,0.00010000000000000003,0.3333333333333333,12
mother,mother,6,479.92,2.6811688489293988,0.001150366567663138,0.3333333333333333,12
the,the,3,29449.179999999997,4.4690732065447465,0.0761993741107956,0.3333333333333333,12
kerouac,Kerouac,7,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
able,able,4,159.90000000000003,2.203848463746234,0.0020752704296251425,0.3333333333333333,12
television,television,10,33.89999999999999,1.5301996982030823,0.00010000000000000003,0.3333333333333333,12
serving,serving,7,11.69,1.06781451116184,0.00010000000000000003,0.3333333333333333,12
1919,"1919,",4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
who,who,3,2222.9399999999996,3.346927740692434,0.0001487513622130156,0.3333333333333333,12
british,British,7,25.16,1.4007106367732314,0.0033698960171254975,0.3333333333333333,12
new,New,3,723.7799999999999,2.859606578206218,0.0001709095861097569,0.3333333333333333,12
show,show,4,488.3500000000001,2.6887311920547963,0.00010000000000000003,0.3333333333333333,12
discharge,discharge,9,6.4099999999999975,0.8068580295188176,0.00010000000000000003,0.3333333333333333,12
majority,majority,8,5.119999999999999,0.7092699609758305,0.00010000000000000003,0.3333333333333333,12
king,King,4,129.25,2.1114305517659804,0.00010000000000000003,0.3333333333333333,12
the,the,3,29449.179999999997,4.4690732065447465,0.22548522372480764,0.3333333333333333,12
the,the,3,29449.179999999997,4.4690732065447465,0.9124653867827326,0.3333333333333333,12
singer,singer,6,15.69,1.1956229435869368,0.00010000000000000003,0.3333333333333333,12
the,the,3,29449.179999999997,4.4690732065447465,0.06035822547870195,0.3333333333333333,12
walkers,Walker's,7,0.5099999999999999,-0.2924298239020637,0.00010000000000000003,0.3333333333333333,12
younger,"younger,",7,24.650000000000002,1.3918169236132487,0.00010000000000000003,0.3333333333333333,12
writer,writer,6,23.53,1.3716219271760208,0.001976885658207758,0.3333333333333333,12
robert,Robert,6,63.179999999999986,1.8005796215691303,0.00018594036875517367,0.3333333333333333,12
became,became,6,47.75,1.678973375919765,0.00010000000000000003,0.3333333333333333,12
marge,Marge,5,4.409999999999999,0.6444385894678387,0.00010000000000000003,0.3333333333333333,12
herbert,Herbert,7,4.22,0.625312450961674,0.0073785756277826115,0.3333333333333333,12
excerpt,excerpt,7,0.09999999999999999,-1.0,0.00010000000000000003,0.3333333333333333,12
civil,civil,5,15.94,1.2024883170600937,0.0018959519644751001,0.3333333333333333,12
was,was,3,5654.729999999999,3.7524118732208906,0.005773024273831257,0.3,10
nbcs,NBC's,4,1.0,0.0,0.00010000000000000002,0.3,10
macy,Macy,4,1.0,0.0,0.00010000000000000002,0.3,10
united,United,6,50.269999999999996,1.7013088852280753,0.012329418024173821,0.3,10
sides,Sides,5,16.22,1.2100508498751374,0.0016460404048568478,0.3,10
hindman,Hindman,7,1.0,0.0,0.00010000000000000002,0.3,10
couples,couple's,7,8.019999999999998,0.9041743682841636,0.00010000000000000002,0.3,10
albert,Albert,6,18.610000000000003,1.269746373130767,0.00010000000000000002,0.3,10
14,"14,",2,1.0,0.0,0.00010000000000000002,0.3,10
hans,Hans,4,10.47,1.0199466816788423,0.00010000000000000002,0.3,10
1800,1800,4,1.0,0.0,0.00010000000000000002,0.3,10
named,named,5,69.88,1.8443528963108933,0.0002782383386053092,0.3,10
drums,drums,5,7.200000000000001,0.8573324964312687,0.00010000000000000002,0.3,10
when,when,4,2034.1,3.308372299806312,0.0,0.2727272727272727,11
bush,"Bush,",4,14.120000000000003,1.149834696715785,0.00010000000000000003,0.2727272727272727,11
leland,Leland,6,1.0,0.0,0.0,0.2727272727272727,11
executive,executive,9,10.61,1.0257153839013406,0.00010000000000000003,0.2727272727272727,11
between,between,7,175.13999999999996,2.2433853453716575,0.0,0.2727272727272727,11
wellknown,well-known,9,1.0,0.0,0.0,0.2727272727272727,11
hitler,Hitler,6,12.31,1.0902580529313164,0.0,0.2727272727272727,11
financial,financial,9,15.240000000000002,1.182984967003582,0.0,0.2727272727272727,11
ford,Ford,4,11.510000000000003,1.0610753236297918,0.0,0.2727272727272727,11
supported,supported,9,3.649999999999999,0.5622928644564746,0.0,0.2727272727272727,11
company,company,7,147.20000000000002,2.16790781000148,0.0,0.2727272727272727,11
internal,internal,8,9.840000000000002,0.9929950984313417,0.0,0.2727272727272727,11
years,years,5,568.6900000000002,2.7548755915667402,0.0,0.2727272727272727,11
litogot,Litogot,7,1.0,0.0,0.0,0.2727272727272727,11
socialist,Socialist,9,1.2699999999999998,0.10380372095595689,0.0,0.2727272727272727,11
often,often,5,57.350000000000016,1.7585334222372864,0.0,0.2727272727272727,11
richard,Richard,7,73.81999999999998,1.8681740408596388,0.0,0.2727272727272727,11
company,"company,",7,147.20000000000002,2.16790781000148,0.0,0.2727272727272727,11
c18391876,"(c1839-1876),",9,1.0,0.0,0.0,0.2727272727272727,11
enough,enough,6,501.33,2.7001236939300726,0.0,0.2727272727272727,11
that,that,4,14111.31,4.14956733263194,0.0,0.2727272727272727,11
formed,formed,6,4.730000000000001,0.6748611407378116,0.0,0.2727272727272727,11
which,which,5,477.23999999999984,2.6787368370336044,0.0,0.2727272727272727,11
vehicle,vehicle,7,22.610000000000003,1.3543005623453597,0.0,0.2727272727272727,11
personal,personal,8,91.66999999999997,1.9622272313500846,0.0,0.2727272727272727,11
forced,forced,6,26.449999999999992,1.4224256763712047,0.0,0.2727272727272727,11
kurt,Kurt,4,1.0,0.0,0.0,0.2727272727272727,11
some,some,4,1727.2400000000002,3.237352686979094,0.0,0.2727272727272727,11
blacksmith,blacksmith,10,2.1000000000000005,0.32221929473391936,0.00010000000000000003,0.2727272727272727,11
was,was,3,5654.729999999999,3.7524118732208906,0.0,0.2727272727272727,11
debby,Debby,5,1.3900000000000003,0.14301480025409502,0.0,0.2727272727272727,11
quarters,quarters,8,16.16,1.2084413564385676,0.0,0.2727272727272727,11
who,who,3,2222.9399999999996,3.3469277406924336,0.08271217486066994,0.2727272727272727,11
28,"28,",2,1.0,0.0,0.0,0.2727272727272727,11
kentucky,"Kentucky,",8,5.22,0.7176705030022621,0.0,0.2727272727272727,11
given,given,5,95.12000000000002,1.978271841610635,0.0028722426273270775,0.2727272727272727,11
given,given,5,95.12000000000002,1.978271841610635,0.00014697669372836425,0.2727272727272727,11
star,Star,4,81.35000000000001,1.9103575572728777,0.00010000000000000003,0.2727272727272727,11
trek,Trek,4,4.490000000000001,0.6522463410033232,0.00010000000000000003,0.2727272727272727,11
helm,helm,4,5.3500000000000005,0.7283537820212285,0.00010000000000000003,0.2727272727272727,11
city,City,4,169.09999999999997,2.228143607597741,0.0,0.2727272727272727,11
oldest,oldest,6,9.370000000000001,0.9717395908877784,0.00360078928778057,0.2727272727272727,11
the,the,3,29449.179999999997,4.4690732065447465,0.09974844130001546,0.2727272727272727,11
glamour,glamour,7,3.1200000000000006,0.49415459401844275,0.00010000000000000003,0.2727272727272727,11
andrew,Andrew,6,21.270000000000003,1.3277674899027292,0.0,0.2727272727272727,11
space,Space),5,66.05999999999999,1.8199385693553949,0.00010000000000000003,0.2727272727272727,11
the,the,3,29449.179999999997,4.4690732065447465,0.37759168552539807,0.2727272727272727,11
1993,1993,4,1.0,0.0,0.0,0.2727272727272727,11
television,television,10,33.89999999999999,1.5301996982030823,0.00010000000000000003,0.2727272727272727,11
miguel,Miguel,6,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
liberal,liberal,7,3.9799999999999995,0.5998830720736877,0.0,0.2727272727272727,11
always,always,6,655.25,2.816407029618638,0.0,0.2727272727272727,11
lilian,Lilian,6,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
active,active,6,11.450000000000001,1.0588054866759065,0.0,0.2727272727272727,11
crypt,Crypt,5,1.3700000000000003,0.13672056715640676,0.00010000000000000003,0.2727272727272727,11
was,was,3,5654.729999999999,3.7524118732208906,0.0,0.2727272727272727,11
ricanamerican,Rican-American,13,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
squarepants,SquarePants,11,1.0,0.0,0.0,0.2727272727272727,11
liberal,liberal,7,3.9799999999999995,0.5998830720736877,0.00030680819980451136,0.2727272727272727,11
einsteinmaria,"Einstein-Maria""",13,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
has,has,3,1133.92,3.054582415417442,0.018652507493769212,0.2727272727272727,11
recently,recently,8,26.04,1.415640979896154,0.00023973614240042085,0.2727272727272727,11
and,and,3,13387.839999999998,4.126710513400981,0.0051656534734792325,0.2727272727272727,11
failure,failure,7,20.020000000000003,1.3014640731433,0.00010000000000000003,0.2727272727272727,11
electrochemical,electrochemical,15,0.06000000000000001,-1.2218487496163564,0.00010000000000000003,0.2727272727272727,11
einsteins,Einsteins,9,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
brilliant,brilliant,9,35.800000000000004,1.553883026643874,0.0024511866530760934,0.2727272727272727,11
from,from,4,2039.06,3.309430005221756,0.024402467690093712,0.2727272727272727,11
munich,Munich,6,2.0399999999999996,0.3096301674258988,0.00010000000000000003,0.2727272727272727,11
portion,portion,7,4.329999999999999,0.6364878963533654,0.00010000000000000003,0.2727272727272727,11
february,February,8,5.490000000000001,0.739572344450092,0.00010000000000000003,0.2727272727272727,11
their,their,5,655.16,2.816347374238363,0.0,0.2727272727272727,11
technische,Technische,10,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
federal,Federal,7,23.0,1.3617278360175928,0.00010000000000000003,0.2727272727272727,11
was,was,3,5654.729999999999,3.7524118732208906,0.0,0.2727272727272727,11
born,born,4,83.69000000000001,1.922673567858554,0.0,0.2727272727272727,11
was,was,3,5654.729999999999,3.7524118732208906,0.0007340733078600527,0.2727272727272727,11
finish,finish,6,98.91999999999999,1.9952841076892596,0.0005593964525731105,0.2727272727272727,11
school,school,6,333.11999999999995,2.522600707830442,0.310544720639545,0.2727272727272727,11
and,"and,",3,13387.839999999998,4.126710513400981,0.00010000000000000003,0.2727272727272727,11
thomas,Thomas,6,32.07999999999999,1.506234359612126,0.0,0.2727272727272727,11
politics,politics,8,16.569999999999997,1.2193225084193366,0.0,0.2727272727272727,11
41st,41st,4,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
word,Word,4,235.55,2.372083108574252,0.030014806163410398,0.2727272727272727,11
nicholas,Nicholas,8,6.799999999999998,0.8325089127062365,0.0,0.2727272727272727,11
again,"again,",5,792.7100000000002,2.8991143368327665,0.0,0.2727272727272727,11
inns,Inns,4,0.29,-0.537602002101044,0.00010000000000000003,0.2727272727272727,11
died,died,4,157.22,2.1965077919396956,0.00010000000000000003,0.2727272727272727,11
maryland,Maryland,8,3.18,0.5024271199844328,0.00010000000000000003,0.2727272727272727,11
burial,Burial,6,4.75,0.6766936096248665,0.00010000000000000003,0.2727272727272727,11
kaye,"Kaye,",4,1.0,0.0,0.0,0.2727272727272727,11
returned,returned,8,24.759999999999994,1.3937506403480808,0.00010000000000000003,0.2727272727272727,11
danny,Danny,5,81.33000000000001,1.9102507723001485,0.0,0.2727272727272727,11
thomas,Thomas,6,32.07999999999999,1.506234359612126,0.0,0.2727272727272727,11
she,"she,",3,3732.88,3.572044028989929,0.0,0.2727272727272727,11
singer,singer,6,15.69,1.1956229435869368,0.0,0.2727272727272727,11
year,year,4,277.92,2.443919801103024,0.0,0.2727272727272727,11
1994,1994,4,1.0,0.0,0.0,0.2727272727272727,11
victor,Victor,6,17.819999999999997,1.2509076997008557,0.0,0.2727272727272727,11
saturday,Saturday,8,47.51,1.6767850304192051,0.0,0.2727272727272727,11
signed,signed,6,36.06,1.5570257223863833,0.0,0.2727272727272727,11
1958,"1958,",4,1.0,0.0,0.0,0.2727272727272727,11
byron,"Byron,",5,3.0599999999999996,0.48572142648158,0.0,0.2727272727272727,11
born,born,4,83.69000000000001,1.922673567858554,0.0,0.2727272727272727,11
ireland,"Ireland),",7,0.43000000000000005,-0.3665315444204134,0.0,0.2727272727272727,11
recordings,recordings,10,1.75,0.24303804868629442,0.0,0.2727272727272727,11
around,around,6,736.7299999999999,2.8673083548951763,0.0,0.2727272727272727,11
maryland,"Maryland,",8,3.18,0.5024271199844328,0.00010000000000000003,0.2727272727272727,11
aligned,aligned,7,0.7800000000000001,-0.10790539730951963,0.00010000000000000003,0.2727272727272727,11
album,Album,5,10.239999999999998,1.010299956639812,0.00010000000000000003,0.2727272727272727,11
guilfoyle,"Guilfoyle,",9,1.0,0.0,0.0,0.2727272727272727,11
disneys,Disney's,7,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
made,made,4,561.29,2.749187304853726,0.00010000000000000003,0.2727272727272727,11
his,his,3,2124.7799999999997,3.3273139698064678,0.019539126018560036,0.2727272727272727,11
york,York,4,138.61000000000004,2.141794563523657,0.1336712447007444,0.2727272727272727,11
cousin,cousin,6,48.84000000000001,1.6887756552728452,0.00016300263735715442,0.2727272727272727,11
george,George,6,146.54999999999998,2.165985822774455,0.00010000000000000003,0.2727272727272727,11
one,one,3,3072.2399999999993,3.487455139290581,0.0,0.2727272727272727,11
singer,singer,6,15.69,1.1956229435869368,0.00010000000000000003,0.2727272727272727,11
who,who,3,2222.9399999999996,3.3469277406924336,0.0,0.2727272727272727,11
hosts,hosts,5,1.8799999999999992,0.27415784926367975,0.0,0.2727272727272727,11
wild,Wild,4,57.30999999999999,1.758230408457749,0.0,0.2727272727272727,11
senate,"Senate,",6,6.49,0.8122446968003694,0.00010000000000000003,0.2727272727272727,11
statesman,statesman,9,0.6100000000000001,-0.2146701649892329,0.00010000000000000003,0.2727272727272727,11
talbot,Talbot,6,3.2700000000000005,0.5145477526602862,0.00010000000000000003,0.2727272727272727,11
county,"County,",6,33.76,1.5284024379536176,0.00010000000000000003,0.2727272727272727,11
leading,leading,7,20.860000000000003,1.3193143040905118,0.0,0.2727272727272727,11
cameo,cameo,5,0.4699999999999998,-0.32790214206428253,0.0,0.2727272727272727,11
starred,starred,7,0.71,-0.14874165128092473,0.0,0.2727272727272727,11
congress,"Congress,",8,8.22,0.9148718175400503,0.00010000000000000003,0.2727272727272727,11
congress,Congress,8,8.22,0.9148718175400503,0.00010000000000000003,0.2727272727272727,11
nveraellen,"nVera-Ellen,",10,1.0,0.0,0.0,0.2727272727272727,11
went,went,4,411.51000000000016,2.6143803933564302,0.0,0.2727272727272727,11
bureaucrat,bureaucrat,10,0.5700000000000001,-0.24412514432750856,0.00010000000000000003,0.2727272727272727,11
spongebob,SpongeBob,9,1.0,0.0,0.0,0.2727272727272727,11
roosevelt,Roosevelt,9,4.920000000000001,0.6919651027673605,0.018003752120913933,0.2727272727272727,11
puritan,Puritan,7,0.31,-0.5086383061657272,0.0,0.2727272727272727,11
potentials,"potentials,""",10,0.49000000000000016,-0.30980391997148626,0.00010000000000000003,0.2727272727272727,11
hutchinson,"Hutchinson,",10,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
unauthorized,unauthorized,12,2.3099999999999996,0.3636119798921444,0.0,0.2727272727272727,11
impulses,impulses,8,2.14,0.3304137733491909,0.00010000000000000003,0.2727272727272727,11
nick,"Nick,",4,60.03999999999999,1.778440683571233,0.0,0.2727272727272727,11
charles,Charles,7,51.100000000000016,1.7084209001347122,0.0,0.2727272727272727,11
research,research,8,33.10000000000001,1.5198279937757186,0.00010000000000000003,0.2727272727272727,11
are,are,3,5209.25,3.716775200399702,0.003490024232447569,0.2727272727272727,11
broke,broke,5,105.0,2.0211892990699383,0.0,0.2727272727272727,11
writer,writer,6,23.530000000000005,1.3716219271760208,0.00010000000000000003,0.2727272727272727,11
after,after,5,682.59,2.834159921539118,0.0,0.2727272727272727,11
edsels,Edsel's,6,1.0,0.0,0.0,0.2727272727272727,11
leonard,Leonard,7,12.430000000000001,1.094471128641645,0.00010000000000000003,0.2727272727272727,11
biologist,biologist,9,1.25,0.09691001300805645,0.00010000000000000003,0.2727272727272727,11
inherited,inherited,9,4.22,0.625312450961674,0.0,0.2727272727272727,11
huxley,Huxley,6,1.0,0.0,0.23750080468279403,0.2727272727272727,11
1634,"1634,",4,1.0,0.0,0.00010000000000000003,0.2727272727272727,11
