rho,w,coverage_factor,time_condition,total_time,saccade_amplitude_mean_px,saccade_amplitude_std_px,saccade_amplitude_sem_px,n_episodes,n_saccades_total
0.27,0.64,2.0,90s,90,154.14742748794646,12.417830306565435,4.139276768855145,9,2416
0.27,0.65,1.0,30s,30,156.7080082584941,15.185492751571209,5.061830917190403,9,967
0.27,0.65,1.0,60s,60,153.5554385609078,10.48068245582152,3.4935608186071736,9,1651
0.27,0.65,1.0,90s,90,160.08811064750313,15.010231636553016,5.003410545517672,9,2382
0.27,0.65,1.1,30s,30,157.64785158720647,12.19470921060746,4.064903070202487,9,912
0.27,0.65,1.1,60s,60,154.04071680281382,10.60617112289489,3.535390374298297,9,1624
0.27,0.65,1.1,90s,90,160.39121356958213,14.945750501099946,4.981916833699982,9,2396
0.27,0.65,1.2,30s,30,158.2254018348079,10.876165505341106,3.625388501780369,9,903
0.27,0.65,1.2,60s,60,152.21625706688226,10.229576478630964,3.4098588262103213,9,1655
0.27,0.65,1.2,90s,90,160.35437965246126,14.712517442481246,4.904172480827082,9,2394
0.27,0.65,1.3,30s,30,156.78088427760733,13.107433082679728,4.369144360893243,9,946
0.27,0.65,1.3,60s,60,151.68106745913005,8.451799040644177,2.8172663468813925,9,1634
0.27,0.65,1.3,90s,90,159.45306520367944,13.850899106497959,4.616966368832653,9,2367
0.27,0.65,1.4,30s,30,155.42075682273637,12.432985606027698,4.144328535342566,9,912
0.27,0.65,1.4,60s,60,151.29714762575193,10.928564328638164,3.642854776212721,9,1670
0.27,0.65,1.4,90s,90,159.98088147470813,15.40495834176809,5.134986113922697,9,2390
0.27,0.65,1.5,30s,30,153.99419410055435,9.917116536976659,3.3057055123255528,9,933
0.27,0.65,1.5,60s,60,150.48169380855518,11.472094207048716,3.824031402349572,9,1646
0.27,0.65,1.5,90s,90,158.08987409008483,14.671155412140658,4.890385137380219,9,2364
0.27,0.65,1.6,30s,30,154.61504147636828,8.39908407052228,2.799694690174093,9,922
0.27,0.65,1.6,60s,60,151.3270264848688,11.179256453797178,3.7264188179323927,9,1668
0.27,0.65,1.6,90s,90,159.15527477790675,15.41313455006246,5.137711516687487,9,2367
0.27,0.65,1.7,30s,30,152.6631994080559,8.895895881108236,2.965298627036079,9,904
0.27,0.65,1.7,60s,60,151.4239448219906,11.620470986195118,3.8734903287317057,9,1661
0.27,0.65,1.7,90s,90,158.36221922987596,14.833333567987435,4.9444445226624785,9,2407
0.27,0.65,1.8,30s,30,154.19381853253822,8.19021070221318,2.7300702340710603,9,908
0.27,0.65,1.8,60s,60,153.22041234215857,11.027718118956514,3.675906039652171,9,1674
0.27,0.65,1.8,90s,90,158.68203877598404,13.404482445413667,4.468160815137889,9,2400
0.27,0.65,1.9,30s,30,154.0094658586578,8.31144596847411,2.7704819894913704,9,882
0.27,0.65,1.9,60s,60,151.43946938437176,12.977952668478016,4.325984222826006,9,1718
0.27,0.65,1.9,90s,90,155.19076879582786,11.716397408879374,3.905465802959791,9,2372
0.27,0.65,2.0,30s,30,150.82393511253272,7.331702841892902,2.443900947297634,9,904
0.27,0.65,2.0,60s,60,150.42656726221827,12.454724511527237,4.151574837175746,9,1633
0.27,0.65,2.0,90s,90,156.35242704930045,12.736720274686224,4.245573424895408,9,2425
0.27,0.66,1.0,30s,30,159.112113673425,12.196922880122974,4.065640960040992,9,923
0.27,0.66,1.0,60s,60,154.36119043616995,8.91577320886331,2.971924402954437,9,1666
0.27,0.66,1.0,90s,90,162.41845409682276,13.558169726040392,4.519389908680131,9,2368
0.27,0.66,1.1,30s,30,158.4715191233139,11.08988946472614,3.69662982157538,9,886
0.27,0.66,1.1,60s,60,155.0828483603864,9.173890076716916,3.0579633589056385,9,1627
0.27,0.66,1.1,90s,90,164.35322624491894,15.55625409593161,5.185418031977203,9,2377
0.27,0.66,1.2,30s,30,157.02664554570939,11.199638546315747,3.7332128487719154,9,877
0.27,0.66,1.2,60s,60,153.89386250442016,9.552756079639549,3.1842520265465164,9,1646
0.27,0.66,1.2,90s,90,164.47599579550118,16.26615864899615,5.422052882998717,9,2431
0.27,0.66,1.3,30s,30,157.65652230755097,12.314055062785657,4.104685020928552,9,910
0.27,0.66,1.3,60s,60,154.75477431637168,8.947322655592401,2.9824408851974673,9,1660
0.27,0.66,1.3,90s,90,162.18055020655353,13.180584432092946,4.393528144030982,9,2422
0.27,0.66,1.4,30s,30,157.87215668898727,9.49307980571812,3.164359935239373,9,882
0.27,0.66,1.4,60s,60,152.14520201453104,10.528953362264533,3.509651120754844,9,1653
0.27,0.66,1.4,90s,90,162.08270116038327,14.624108148188979,4.874702716062993,9,2353
0.27,0.66,1.5,30s,30,156.77462889304624,10.308234633357669,3.436078211119223,9,928
0.27,0.66,1.5,60s,60,152.21210974077107,11.227347788493427,3.7424492628311423,9,1646
0.27,0.66,1.5,90s,90,162.12418203518803,12.905743111921904,4.301914370640635,9,2415
0.27,0.66,1.6,30s,30,155.4548795801916,10.787614069328622,3.595871356442874,9,892
0.27,0.66,1.6,60s,60,151.9713243501308,11.05712815318273,3.6857093843942432,9,1716
0.27,0.66,1.6,90s,90,162.32612705427266,15.476736827183077,5.158912275727692,9,2403
0.27,0.66,1.7,30s,30,156.5911585228197,9.762128181869436,3.254042727289812,9,941
0.27,0.66,1.7,60s,60,152.82240868777205,11.745356234526646,3.9151187448422156,9,1644
0.27,0.66,1.7,90s,90,161.3506445592142,13.835536206719436,4.611845402239812,9,2386
0.27,0.66,1.8,30s,30,155.98346832935852,7.878327968036539,2.6261093226788463,9,912
0.27,0.66,1.8,60s,60,151.38198566033608,11.669788378851914,3.8899294596173046,9,1632
0.27,0.66,1.8,90s,90,160.97321632449567,13.105334312335762,4.368444770778587,9,2396
0.27,0.66,1.9,30s,30,153.60772147680487,8.450952232054162,2.8169840773513872,9,931
0.27,0.66,1.9,60s,60,151.9617589708162,11.248907866395214,3.7496359554650716,9,1662
0.27,0.66,1.9,90s,90,159.54656841857593,12.328060879272082,4.109353626424027,9,2416
0.27,0.66,2.0,30s,30,153.89985796279376,9.152638035417205,3.050879345139068,9,916
0.27,0.66,2.0,60s,60,151.3078452391037,10.543583721928274,3.5145279073094247,9,1685
0.27,0.66,2.0,90s,90,157.78033529629903,11.464240640536104,3.8214135468453683,9,2370
0.27,0.67,1.0,30s,30,163.93071176958463,14.872884978914735,4.957628326304912,9,909
0.27,0.67,1.0,60s,60,159.70515538286156,8.53815468076905,2.8460515602563503,9,1664
0.27,0.67,1.0,90s,90,165.99485074168254,18.56950055240805,6.18983351746935,9,2389
0.27,0.67,1.1,30s,30,160.48652721172704,12.583535500546489,4.194511833515496,9,923
0.27,0.67,1.1,60s,60,157.54936999155532,8.946379168719277,2.9821263895730925,9,1655
0.27,0.67,1.1,90s,90,166.79907702724623,16.583712813645036,5.527904271215012,9,2434
0.27,0.67,1.2,30s,30,157.2881017464753,11.941171293011163,3.980390431003721,9,942
0.27,0.67,1.2,60s,60,156.73052673080394,9.752195475064022,3.2507318250213406,9,1651
0.27,0.67,1.2,90s,90,166.4143193388536,15.931781871491502,5.310593957163834,9,2443
0.27,0.67,1.3,30s,30,159.42122315436993,12.989198450133937,4.329732816711313,9,947
0.27,0.67,1.3,60s,60,156.0878992884617,9.548413186617802,3.1828043955392675,9,1663
0.27,0.67,1.3,90s,90,166.44976963050505,16.461109720433008,5.48703657347767,9,2384
0.27,0.67,1.4,30s,30,158.6745634329348,10.081223628157657,3.360407876052552,9,918
0.27,0.67,1.4,60s,60,155.03112300458395,10.54620617489464,3.5154020582982137,9,1698
0.27,0.67,1.4,90s,90,164.63418755910482,15.203062277241555,5.067687425747185,9,2406
0.27,0.67,1.5,30s,30,161.71991382771293,12.80063828251198,4.266879427503993,9,901
0.27,0.67,1.5,60s,60,154.8346484065149,12.842386744707659,4.28079558156922,9,1661
0.27,0.67,1.5,90s,90,166.08910691167534,17.07209091729392,5.690696972431307,9,2344
0.27,0.67,1.6,30s,30,157.63966370164448,9.803477269886026,3.267825756628675,9,889
0.27,0.67,1.6,60s,60,153.8841709087065,10.315202245592811,3.438400748530937,9,1658
0.27,0.67,1.6,90s,90,164.60070063880988,15.125247130089111,5.041749043363037,9,2423
0.27,0.67,1.7,30s,30,156.99236890779258,9.026853643894057,3.0089512146313524,9,920
0.27,0.67,1.7,60s,60,154.37217325423237,11.077443459018742,3.692481153006247,9,1694
0.27,0.67,1.7,90s,90,165.43619726671963,17.700983378558103,5.900327792852701,9,2372
0.27,0.67,1.8,30s,30,156.32991187422647,9.226435490022121,3.0754784966740405,9,906
0.27,0.67,1.8,60s,60,154.38905343582985,11.590732893083398,3.8635776310277996,9,1704
0.27,0.67,1.8,90s,90,163.61188001147957,16.33724612372533,5.445748707908443,9,2452
0.27,0.67,1.9,30s,30,156.58903642965333,9.29582743978795,3.098609146595983,9,932
0.27,0.67,1.9,60s,60,153.96649747853849,12.031344349514088,4.010448116504696,9,1743
0.27,0.67,1.9,90s,90,164.85325463965427,16.059089309164644,5.353029769721548,9,2413
0.27,0.67,2.0,30s,30,153.84994427525447,8.378033676624543,2.792677892208181,9,901
0.27,0.67,2.0,60s,60,155.1492551475311,13.166751599923453,4.388917199974484,9,1711
0.27,0.67,2.0,90s,90,161.93504626543537,13.993483661528249,4.66449455384275,9,2404
0.27,0.68,1.0,30s,30,160.19907719160992,14.23338839792025,4.74446279930675,9,941
0.27,0.68,1.0,60s,60,158.26400987134463,8.893381489312299,2.964460496437433,9,1631
0.27,0.68,1.0,90s,90,167.10052100470728,18.704758662866325,6.234919554288775,9,2404
0.27,0.68,1.1,30s,30,159.79160495831812,14.022939673148228,4.674313224382742,9,907
0.27,0.68,1.1,60s,60,159.43218295398242,7.4047408114732765,2.4682469371577587,9,1647
0.27,0.68,1.1,90s,90,166.83696991088186,17.14299233824539,5.714330779415129,9,2382
0.27,0.68,1.2,30s,30,157.9216059144605,11.512029520154876,3.8373431733849586,9,917
0.27,0.68,1.2,60s,60,156.77705319460503,9.502495966746737,3.167498655582246,9,1666
0.27,0.68,1.2,90s,90,166.86839891567857,17.18378199452646,5.72792733150882,9,2353
0.27,0.68,1.3,30s,30,156.73698123865205,14.24770142183878,4.749233807279594,9,927
0.27,0.68,1.3,60s,60,157.30949713955295,11.564997391166218,3.854999130388739,9,1685
0.27,0.68,1.3,90s,90,165.78216791570586,14.898379615884517,4.966126538628172,9,2400
0.27,0.68,1.4,30s,30,156.5411686460441,11.814361942083563,3.938120647361188,9,923
0.27,0.68,1.4,60s,60,156.18120480172936,11.048887097863943,3.6829623659546478,9,1675
0.27,0.68,1.4,90s,90,168.35974034967523,19.763641293529567,6.587880431176522,9,2413
0.27,0.68,1.5,30s,30,158.84718258287643,13.883443660237624,4.627814553412541,9,928
0.27,0.68,1.5,60s,60,156.317264469313,10.709173804674947,3.5697246015583155,9,1657
0.27,0.68,1.5,90s,90,167.63354115342202,19.298794072292957,6.432931357430985,9,2411
0.27,0.68,1.6,30s,30,157.73069176316815,9.170679974827276,3.0568933249424255,9,903
0.27,0.68,1.6,60s,60,156.32920736360776,10.795538246614496,3.598512748871499,9,1600
0.27,0.68,1.6,90s,90,165.93743816756532,15.457227995020547,5.152409331673516,9,2391
0.27,0.68,1.7,30s,30,156.27048030867664,9.09071547184952,3.0302384906165067,9,916
0.27,0.68,1.7,60s,60,157.36859178995007,12.138207677535274,4.046069225845091,9,1717
0.27,0.68,1.7,90s,90,166.49743454441273,16.17383382056658,5.39127794018886,9,2420
0.27,0.68,1.8,30s,30,157.45991705118797,9.797814945991005,3.265938315330335,9,900
0.27,0.68,1.8,60s,60,155.0376904237129,12.314411739139477,4.104803913046492,9,1644
0.27,0.68,1.8,90s,90,163.39622698695027,14.356335543608143,4.785445181202714,9,2441
0.27,0.68,1.9,30s,30,155.5440117791596,8.31422534348385,2.77140844782795,9,929
0.27,0.68,1.9,60s,60,156.14975747829737,10.995576541052069,3.6651921803506897,9,1718
0.27,0.68,1.9,90s,90,162.36683453855755,13.685287972942398,4.561762657647466,9,2373
0.27,0.68,2.0,30s,30,153.75048228354888,8.147411939887446,2.715803979962482,9,886
0.27,0.68,2.0,60s,60,154.52834866132707,11.988628004384394,3.996209334794798,9,1677
0.27,0.68,2.0,90s,90,162.59676239049708,14.313542111911554,4.771180703970518,9,2393
0.27,0.69,1.0,30s,30,160.46546543898404,12.344340076922114,4.114780025640704,9,936
0.27,0.69,1.0,60s,60,159.6597771029981,9.16606411004579,3.0553547033485966,9,1646
0.27,0.69,1.0,90s,90,169.40242065648897,18.834519886830876,6.278173295610292,9,2385
0.27,0.69,1.1,30s,30,161.19304137875673,13.198133965436957,4.399377988478986,9,892
0.27,0.69,1.1,60s,60,158.94770190953216,10.260034950748198,3.4200116502493993,9,1640
0.27,0.69,1.1,90s,90,169.75182305932074,19.518527516657752,6.506175838885917,9,2348
0.27,0.69,1.2,30s,30,160.20985124189062,11.298685617805688,3.7662285392685626,9,927
0.27,0.69,1.2,60s,60,159.8519964315144,10.18446928587107,3.394823095290357,9,1646
0.27,0.69,1.2,90s,90,170.04528288091706,19.969055711743092,6.656351903914364,9,2437
0.27,0.69,1.3,30s,30,161.341742053949,15.059227432672586,5.019742477557529,9,901
0.27,0.69,1.3,60s,60,158.27965687348387,11.965499075404127,3.9884996918013758,9,1696
0.27,0.69,1.3,90s,90,170.45664055457897,19.923000828494644,6.641000276164881,9,2341
0.27,0.69,1.4,30s,30,160.21927571420372,11.108717996196066,3.7029059987320223,9,884
0.27,0.69,1.4,60s,60,157.15860602819401,10.602117181703951,3.534039060567984,9,1625
0.27,0.69,1.4,90s,90,168.6970970631356,18.46611029380238,6.155370097934127,9,2361
0.27,0.69,1.5,30s,30,160.0198068172821,12.153660210552362,4.051220070184121,9,909
0.27,0.69,1.5,60s,60,155.9892897285207,10.35943020567817,3.453143401892723,9,1661
0.27,0.69,1.5,90s,90,168.6150056174773,17.36173615398842,5.787245384662807,9,2383
0.27,0.69,1.6,30s,30,162.524818460931,11.463403668063904,3.8211345560213013,9,896
0.27,0.69,1.6,60s,60,157.80855783850527,12.762214099166641,4.254071366388881,9,1679
0.27,0.69,1.6,90s,90,165.99307448229618,14.053480639236454,4.684493546412152,9,2294
0.27,0.69,1.7,30s,30,159.809929085735,8.629483620982489,2.876494540327496,9,856
0.27,0.69,1.7,60s,60,158.08962894321436,11.042176906676817,3.680725635558939,9,1659
0.27,0.69,1.7,90s,90,167.38548785021143,17.106738648096112,5.702246216032037,9,2411
0.27,0.69,1.8,30s,30,159.507774181502,8.06080457810339,2.686934859367797,9,903
0.27,0.69,1.8,60s,60,156.93715056007107,11.72589289021451,3.908630963404837,9,1673
0.27,0.69,1.8,90s,90,168.03198306268982,18.7607113664036,6.253570455467867,9,2411
0.27,0.69,1.9,30s,30,158.96661618652223,9.34988109812865,3.11662703270955,9,905
0.27,0.69,1.9,60s,60,155.94138031127164,12.3965144975538,4.1321714991846,9,1668
0.27,0.69,1.9,90s,90,164.60868243571747,15.622198518189863,5.207399506063288,9,2404
0.27,0.69,2.0,30s,30,156.272713839364,8.105288741483657,2.7017629138278854,9,885
0.27,0.69,2.0,60s,60,156.47659569408603,10.727782064726066,3.5759273549086887,9,1689
0.27,0.69,2.0,90s,90,163.48311887668422,14.056442465885416,4.685480821961805,9,2355
0.27,0.7,1.0,30s,30,163.53343650912018,15.560795223773013,5.186931741257671,9,899
0.27,0.7,1.0,60s,60,162.77648646210872,10.826341894900189,3.608780631633396,9,1659
0.27,0.7,1.0,90s,90,169.09365093210477,16.99051129232342,5.663503764107806,9,2386
0.27,0.7,1.1,30s,30,162.14983098376246,12.954814392933958,4.318271464311319,9,925
0.27,0.7,1.1,60s,60,161.16524026833815,10.373665496295548,3.4578884987651826,9,1675
0.27,0.7,1.1,90s,90,173.9041596459263,19.72647107343593,6.575490357811977,9,2390
0.27,0.7,1.2,30s,30,161.3563422669374,12.034509243800546,4.011503081266849,9,902
0.27,0.7,1.2,60s,60,160.90490896984522,11.031344860776889,3.6771149535922962,9,1686
0.27,0.7,1.2,90s,90,170.37336228138423,14.874487835122196,4.958162611707398,9,2319
0.27,0.7,1.3,30s,30,160.24440637798446,13.285971904498865,4.428657301499622,9,899
0.27,0.7,1.3,60s,60,160.15846837554417,11.303276491906534,3.767758830635511,9,1671
0.27,0.7,1.3,90s,90,174.06453330133917,20.046435515548374,6.682145171849458,9,2375
0.27,0.7,1.4,30s,30,163.87820729038208,12.293289099769906,4.097763033256635,9,893
0.27,0.7,1.4,60s,60,160.5670755796157,13.601811987972098,4.533937329324033,9,1714
0.27,0.7,1.4,90s,90,173.0821459289989,18.51678976523522,6.1722632550784065,9,2387
0.27,0.7,1.5,30s,30,161.1995402168716,12.958503734396578,4.319501244798859,9,919
0.27,0.7,1.5,60s,60,158.77373787362492,12.133374220408822,4.044458073469607,9,1690
0.27,0.7,1.5,90s,90,170.99467310556,16.626601495853965,5.542200498617988,9,2364
0.27,0.7,1.6,30s,30,161.02148892825235,11.26532324121464,3.7551077470715466,9,905
0.27,0.7,1.6,60s,60,158.63071477150413,12.264726538603284,4.088242179534428,9,1614
0.27,0.7,1.6,90s,90,170.5051886589211,16.804280711739807,5.601426903913269,9,2402
0.27,0.7,1.7,30s,30,162.40898885545755,9.872266298475168,3.290755432825056,9,886
0.27,0.7,1.7,60s,60,159.29649896344205,12.721327145551903,4.2404423818506345,9,1698
0.27,0.7,1.7,90s,90,169.53002459998456,16.607047383425428,5.53568246114181,9,2398
0.27,0.7,1.8,30s,30,160.1398574078613,9.869912266336236,3.289970755445412,9,846
0.27,0.7,1.8,60s,60,158.95212508712328,11.389534501105826,3.796511500368609,9,1701
0.27,0.7,1.8,90s,90,168.73485029210232,16.12728516139952,5.375761720466507,9,2363
0.27,0.7,1.9,30s,30,161.32765435599867,10.669595020957244,3.556531673652415,9,884
0.27,0.7,1.9,60s,60,158.55355569058963,11.946877294051156,3.9822924313503854,9,1650
0.27,0.7,1.9,90s,90,169.79114000840906,16.452693427711623,5.484231142570541,9,2422
0.27,0.7,2.0,30s,30,156.86023861029994,8.45916177985706,2.819720593285687,9,943
0.27,0.7,2.0,60s,60,158.7861391245266,13.156037527773867,4.385345842591289,9,1677
0.27,0.7,2.0,90s,90,167.9452717751868,16.295212791819125,5.431737597273042,9,2364
0.27,0.71,1.0,30s,30,166.72283594816793,15.859451916324284,5.286483972108095,9,903
0.27,0.71,1.0,60s,60,162.38099314897465,9.360972113624205,3.120324037874735,9,1665
0.27,0.71,1.0,90s,90,173.11342730878442,17.3918307589547,5.7972769196515666,9,2369
0.27,0.71,1.1,30s,30,165.46455734095179,13.092658930712654,4.364219643570885,9,922
0.27,0.71,1.1,60s,60,163.93519916295892,10.674088310468216,3.5580294368227388,9,1652
0.27,0.71,1.1,90s,90,173.827736315082,17.312551648534207,5.770850549511402,9,2378
0.27,0.71,1.2,30s,30,164.46843126796958,14.854315106029238,4.9514383686764125,9,917
0.27,0.71,1.2,60s,60,161.9788583896229,9.329335093974517,3.1097783646581725,9,1664
0.27,0.71,1.2,90s,90,171.60125502279402,17.14425256189784,5.714750853965946,9,2369
0.27,0.71,1.3,30s,30,165.43036682680383,13.931431766208814,4.6438105887362715,9,888
0.27,0.71,1.3,60s,60,161.86820065394735,10.707599200381518,3.569199733460506,9,1666
0.27,0.71,1.3,90s,90,174.09313062025117,17.676446982278716,5.8921489940929055,9,2341
0.27,0.71,1.4,30s,30,164.2623480699964,13.956935224315217,4.652311741438406,9,907
0.27,0.71,1.4,60s,60,160.38643766850444,12.521093814302745,4.173697938100915,9,1643
0.27,0.71,1.4,90s,90,172.23237408637803,14.872364164359611,4.957454721453204,9,2391
0.27,0.71,1.5,30s,30,164.67193150707058,13.663948402391702,4.554649467463901,9,888
0.27,0.71,1.5,60s,60,159.86121257054302,11.679468207085511,3.8931560690285036,9,1705
0.27,0.71,1.5,90s,90,172.62505317970866,17.906055029202104,5.968685009734035,9,2354
0.27,0.71,1.6,30s,30,164.83881223098868,11.58904044227519,3.8630134807583967,9,906
0.27,0.71,1.6,60s,60,159.63157310077926,11.492836341024686,3.830945447008229,9,1656
0.27,0.71,1.6,90s,90,171.5691116957493,15.943519795625832,5.314506598541944,9,2446
0.27,0.71,1.7,30s,30,162.88765916579345,9.892023857420993,3.2973412858069975,9,874
0.27,0.71,1.7,60s,60,159.27573213667944,11.368707437033034,3.789569145677678,9,1688
0.27,0.71,1.7,90s,90,171.41174454241735,18.28323746619433,6.094412488731443,9,2392
0.27,0.71,1.8,30s,30,162.538597205546,10.596840206685084,3.532280068895028,9,885
0.27,0.71,1.8,60s,60,159.78594087056476,11.943093608694824,3.9810312028982744,9,1651
0.27,0.71,1.8,90s,90,172.5460329974785,16.559260049716638,5.519753349905546,9,2391
0.27,0.71,1.9,30s,30,162.07368939049528,9.195044442772367,3.065014814257456,9,885
0.27,0.71,1.9,60s,60,158.55746427658954,11.563185132136967,3.854395044045656,9,1652
0.27,0.71,1.9,90s,90,170.44298147114762,17.00187540038436,5.66729180012812,9,2392
0.27,0.71,2.0,30s,30,160.73094377702859,9.51370636998483,3.1712354566616097,9,884
0.27,0.71,2.0,60s,60,159.32765964376884,11.811054202039635,3.937018067346545,9,1650
0.27,0.71,2.0,90s,90,168.5033788855361,11.365426973986057,3.7884756579953525,9,2406
0.27,0.72,1.0,30s,30,171.7859459131706,19.59008088252239,6.530026960840797,9,902
0.27,0.72,1.0,60s,60,163.9546327060411,8.181135690215488,2.727045230071829,9,1617
0.27,0.72,1.0,90s,90,172.96603546578243,18.25914875890176,6.08638291963392,9,2345
0.27,0.72,1.1,30s,30,166.06100877583756,15.286596583847562,5.095532194615854,9,911
0.27,0.72,1.1,60s,60,164.3875750788738,7.438243363012724,2.4794144543375745,9,1637
0.27,0.72,1.1,90s,90,173.5576812463261,17.50984213515633,5.83661404505211,9,2382
0.27,0.72,1.2,30s,30,164.60615421686646,13.487332397010555,4.4957774656701845,9,934
0.27,0.72,1.2,60s,60,164.87341891266487,8.454156710380877,2.818052236793626,9,1689
0.27,0.72,1.2,90s,90,173.5909689365701,17.366490609989835,5.788830203329945,9,2356
0.27,0.72,1.3,30s,30,166.9758708881099,14.639450318231898,4.879816772743966,9,917
0.27,0.72,1.3,60s,60,162.61252652424395,10.674143177003021,3.5580477256676737,9,1660
0.27,0.72,1.3,90s,90,176.49856371231147,19.05360231564911,6.351200771883036,9,2427
0.27,0.72,1.4,30s,30,166.82532803409504,15.098927247549733,5.032975749183245,9,916
0.27,0.72,1.4,60s,60,161.60388865285532,10.314272377376625,3.438090792458875,9,1702
0.27,0.72,1.4,90s,90,171.10790485949255,16.33889808339352,5.446299361131174,9,2348
0.27,0.72,1.5,30s,30,165.3547021095901,11.996973772432103,3.9989912574773676,9,906
0.27,0.72,1.5,60s,60,162.65451890346043,12.231407334279117,4.077135778093039,9,1697
0.27,0.72,1.5,90s,90,174.22129006174495,19.88034103983048,6.62678034661016,9,2400
0.27,0.72,1.6,30s,30,164.84765459129773,11.01054243512261,3.670180811707537,9,915
0.27,0.72,1.6,60s,60,161.4159068051253,10.109734460563743,3.369911486854581,9,1681
0.27,0.72,1.6,90s,90,172.8758902378737,16.694525095324643,5.564841698441548,9,2383
0.27,0.72,1.7,30s,30,163.14556793992193,10.756504638183042,3.585501546061014,9,907
0.27,0.72,1.7,60s,60,163.12953105036706,11.095757316907587,3.698585772302529,9,1725
0.27,0.72,1.7,90s,90,172.6676170425959,17.440441611721383,5.813480537240461,9,2371
0.27,0.72,1.8,30s,30,162.74701228883265,10.050685542402075,3.350228514134025,9,898
0.27,0.72,1.8,60s,60,161.4871599150741,10.076178956424595,3.3587263188081984,9,1669
0.27,0.72,1.8,90s,90,173.5664763341705,18.65756773713729,6.219189245712429,9,2395
0.27,0.72,1.9,30s,30,163.2044311804008,8.463026409183273,2.821008803061091,9,883
0.27,0.72,1.9,60s,60,161.50531614955207,10.966579091378502,3.655526363792834,9,1706
0.27,0.72,1.9,90s,90,172.17674771072726,17.46012171488265,5.82004057162755,9,2397
0.27,0.72,2.0,30s,30,163.38195235483187,9.980994099315485,3.3269980331051614,9,908
0.27,0.72,2.0,60s,60,160.31379458986095,10.302305406693486,3.434101802231162,9,1686
0.27,0.72,2.0,90s,90,171.32476855924014,16.06843304177182,5.356144347257273,9,2377
0.27,0.73,1.0,30s,30,165.93575142656925,13.810565600001585,4.603521866667195,9,903
0.27,0.73,1.0,60s,60,167.62161635311898,8.9348058487962,2.9782686162654,9,1710
0.27,0.73,1.0,90s,90,175.84047297271297,16.667482274408364,5.555827424802788,9,2363
0.27,0.73,1.1,30s,30,168.00648800613337,14.381507720192142,4.793835906730714,9,904
0.27,0.73,1.1,60s,60,167.35788178121769,9.406614146916885,3.135538048972295,9,1671
0.27,0.73,1.1,90s,90,176.29263256330233,18.152576787446932,6.050858929148977,9,2366
0.27,0.73,1.2,30s,30,168.38511031629736,17.34360582230544,5.78120194076848,9,888
0.27,0.73,1.2,60s,60,165.26078315233158,9.96251120550505,3.3208370685016835,9,1654
0.27,0.73,1.2,90s,90,174.97689394104827,16.45880932004268,5.486269773347559,9,2330
0.27,0.73,1.3,30s,30,166.58365356436536,13.419455940865763,4.473151980288588,9,909
0.27,0.73,1.3,60s,60,163.41005428238233,11.560585462547943,3.8535284875159808,9,1677
0.27,0.73,1.3,90s,90,175.765496181544,17.77096373127823,5.923654577092743,9,2384
0.27,0.73,1.4,30s,30,166.12783242511688,16.512681031466713,5.504227010488904,9,914
0.27,0.73,1.4,60s,60,163.56355696634998,11.922733065623328,3.974244355207776,9,1661
0.27,0.73,1.4,90s,90,175.9662003245527,17.136191018130415,5.712063672710138,9,2421
0.27,0.73,1.5,30s,30,166.49577182512544,13.66628763558551,4.555429211861837,9,891
0.27,0.73,1.5,60s,60,163.7209643055982,12.073832827811271,4.024610942603757,9,1667
0.27,0.73,1.5,90s,90,175.51961697570505,15.373919255431812,5.124639751810604,9,2412
0.27,0.73,1.6,30s,30,165.3548120351737,12.153725385350901,4.051241795116967,9,899
0.27,0.73,1.6,60s,60,164.3198141835021,12.510700538674632,4.170233512891544,9,1693
0.27,0.73,1.6,90s,90,174.52763425012873,15.632902132277431,5.210967377425811,9,2407
0.27,0.73,1.7,30s,30,163.76716240337316,12.05653700062056,4.01884566687352,9,926
0.27,0.73,1.7,60s,60,164.57627847050426,11.666320502849473,3.8887735009498243,9,1655
0.27,0.73,1.7,90s,90,177.6500702236545,19.361194516951453,6.4537315056504845,9,2431
0.27,0.73,1.8,30s,30,164.79020698125188,11.95445243495636,3.984817478318787,9,878
0.27,0.73,1.8,60s,60,164.4484418292548,11.936434649527234,3.9788115498424115,9,1684
0.27,0.73,1.8,90s,90,175.9522270319341,19.723417559272708,6.5744725197575695,9,2453
0.27,0.73,1.9,30s,30,163.1192669729057,10.70097257712764,3.5669908590425465,9,891
0.27,0.73,1.9,60s,60,164.29946247503176,12.623431260150102,4.207810420050034,9,1711
0.27,0.73,1.9,90s,90,174.34111619409452,17.6230462884083,5.874348762802767,9,2399
0.27,0.73,2.0,30s,30,161.99891667678256,10.771000517691615,3.590333505897205,9,881
0.27,0.73,2.0,60s,60,163.85391344885954,11.645011980222561,3.881670660074187,9,1686
0.27,0.73,2.0,90s,90,174.64430257553164,17.246948322612315,5.748982774204105,9,2388
0.27,0.74,1.0,30s,30,172.8591872902411,19.31682488048891,6.438941626829636,9,928
0.27,0.74,1.0,60s,60,171.32080610113476,14.998980040023476,4.999660013341159,9,1647
0.27,0.74,1.0,90s,90,179.34723525084564,19.53198243658363,6.510660812194543,9,2398
0.27,0.74,1.1,30s,30,168.75542245458038,17.569112698505247,5.856370899501749,9,892
0.27,0.74,1.1,60s,60,167.89738686209674,11.489602776765977,3.829867592255326,9,1659
