run_dir,rho_inflation_percentage,w_skip_degradation_factor,coverage_factor,30s_reading_speed,30s_skip_rate,30s_regression_rate,60s_reading_speed,60s_skip_rate,60s_regression_rate,90s_reading_speed,90s_skip_rate,90s_regression_rate,loss_type,loss_total,loss_reading_speed,loss_skip_rate,loss_regression_rate
simulation_data/rho_0.250__w_0.960__cov_0.40,0.25,0.96,0.4,218.44444444444446,0.5962715353528082,0.5592388222062282,206.11111111111111,0.5903036139034533,0.5646299101005028,192.0,0.5935750698321596,0.6829466298447725,sse,2557.687509233661,2557.420478746304,0.1936407364985856,0.07338975085744973
simulation_data/rho_0.250__w_0.700__cov_0.40,0.25,0.7,0.4,219.77777777777777,0.38312137005710856,0.5264006200499437,204.11111111111111,0.31881143437721526,0.4887404157690482,193.25925925925924,0.32301617586358505,0.6131085983431566,sse,2561.4786335227577,2561.4350815431453,0.0002623945634014611,0.043289585048526036
simulation_data/rho_0.230__w_1.000__cov_1.60,0.23,1.0,1.6,213.77777777777777,0.6703668057323644,0.36022585297660004,208.44444444444446,0.6414312676470335,0.5954560305485743,193.11111111111111,0.6393347018152101,0.6931781503330914,sse,2562.7018457386503,2562.3884246038087,0.28739649860562017,0.026024636236418736
simulation_data/rho_0.270__w_0.620__cov_1.20,0.27,0.62,1.2,221.33333333333334,0.2955192565435931,0.3574357100795689,204.0,0.21993404451494547,0.42709470950372325,191.77777777777777,0.19830470973411204,0.5767802012795855,sse,2562.9794699726003,2562.942938957519,0.03239468053289002,0.004136334547735071
simulation_data/rho_0.230__w_0.840__cov_1.70,0.23,0.84,1.7,219.55555555555554,0.527330883839428,0.3146669099704476,199.11111111111111,0.4936950913209309,0.5293671408456002,198.51851851851853,0.4980838375688367,0.6686264438708399,sse,2563.49630770867,2563.404698990007,0.08285411177657173,0.008754606886218897
simulation_data/rho_0.290__w_0.600__cov_1.50,0.29,0.6,1.5,220.66666666666666,0.27547745057828543,0.3318574860901109,203.44444444444446,0.19220789870943358,0.41174617564370036,193.1851851851852,0.16765012608111923,0.5687195951712487,sse,2563.845291300204,2563.7894230715183,0.05093031303739558,0.004937915648066733
simulation_data/rho_0.270__w_0.720__cov_0.60,0.27,0.72,0.6,226.22222222222223,0.39433804875383355,0.48500878524706564,202.11111111111111,0.34452192267314447,0.4819898636353459,187.92592592592595,0.3387894724373959,0.6141467410352927,sse,2566.0473619880677,2566.0182183230722,0.001304194737751874,0.027839470257665238
simulation_data/rho_0.290__w_0.520__cov_1.10,0.29,0.52,1.1,224.0,0.17779534914547515,0.38490050436128864,203.44444444444446,0.10352632355181607,0.37929128825104746,189.33333333333334,0.055862729301006,0.5154351777736284,sse,2568.220909631208,2568.0427349669544,0.1586186002727878,0.01955606398055093
simulation_data/rho_0.250__w_0.680__cov_0.80,0.25,0.68,0.8,222.88888888888889,0.3529925730304623,0.43589232085443413,199.77777777777777,0.30370051926056396,0.45956545778995816,194.88888888888889,0.2937389476822992,0.6079582493433662,sse,2569.2849385727804,2569.268707640717,0.0021613992139268663,0.014069532849512971
simulation_data/rho_0.250__w_0.800__cov_1.50,0.25,0.8,1.5,215.33333333333334,0.4900439743408645,0.31357841544004006,202.88888888888889,0.45300941154992613,0.5224081591264729,198.44444444444446,0.45373144755526934,0.6551699588745338,sse,2570.1655465322483,2570.1121661307634,0.04719603308542191,0.006184368399567614
simulation_data/rho_0.250__w_0.960__cov_1.60,0.25,0.96,1.6,216.66666666666666,0.6391976367910508,0.35236588928498763,206.66666666666666,0.5887072290737292,0.5796155932195837,193.1851851851852,0.5934944549688667,0.682379318092591,sse,2570.2497975783986,2570.0178181332453,0.2121099477234739,0.019869497429509192
simulation_data/rho_0.270__w_0.540__cov_1.30,0.27,0.54,1.3,218.66666666666666,0.1854364895125656,0.32600108993514665,199.55555555555554,0.13666634692688034,0.3789695436430435,199.03703703703704,0.07554097531599571,0.5467644693886742,sse,2574.9054830703017,2574.7614629063414,0.1323555118449297,0.011664652115489383
simulation_data/rho_0.270__w_0.560__cov_1.40,0.27,0.56,1.4,210.22222222222223,0.2094077315839156,0.312929346652184,206.55555555555554,0.150911243931546,0.3993513546020273,197.99999999999997,0.1122861526513977,0.5558212039791179,sse,2576.9604859149204,2576.8510900805277,0.10203400654868004,0.007361827844614291
simulation_data/rho_0.270__w_0.600__cov_1.50,0.27,0.6,1.5,220.0,0.27914129706739277,0.32480370625004384,204.11111111111111,0.19321650060543877,0.4140016274818445,193.33333333333334,0.16709252294291974,0.5696823862706806,sse,2577.761705446383,2577.7072342338633,0.04998586869022875,0.004485343829590083
simulation_data/rho_0.270__w_0.600__cov_1.60,0.27,0.6,1.6,218.22222222222223,0.27944068174286574,0.28415400299703386,202.77777777777777,0.1919470124605643,0.41143824930204626,196.44444444444443,0.16555982767823585,0.5747413894500353,sse,2577.893798276217,2577.837235721293,0.05068936660748485,0.005873188315869852
simulation_data/rho_0.250__w_0.800__cov_0.90,0.25,0.8,0.9,221.33333333333334,0.4805594247437981,0.45169409627286616,201.22222222222223,0.45175246200668107,0.5160738931753251,195.18518518518516,0.46279006765919056,0.6483209619727756,sse,2577.9905726620723,2577.9206145039134,0.04778666182711434,0.02217149633154824
simulation_data/rho_0.230__w_0.840__cov_1.50,0.23,0.84,1.5,221.77777777777777,0.5196604620784573,0.3663218903074418,201.44444444444446,0.4933517700305246,0.5338469250343851,194.5185185185185,0.4968273832247332,0.661702994782359,sse,2578.600642818855,2578.5100409929387,0.0802511101875292,0.010350715728387843
simulation_data/rho_0.270__w_0.640__cov_1.80,0.27,0.64,1.8,218.88888888888889,0.316412275119505,0.25520970046967434,203.77777777777777,0.25302951070889385,0.44639169232721737,194.8148148148148,0.22409143117462335,0.5934242538138289,sse,2579.448835626467,2579.425714268049,0.01798701406231422,0.0051343443555390555
simulation_data/rho_0.250__w_0.960__cov_1.00,0.25,0.96,1.0,224.88888888888889,0.6302194168413565,0.48809494469601344,203.0,0.5933619849533676,0.5664864459710399,188.96296296296293,0.5989963524990302,0.6731241750643644,sse,2579.8382410059016,2579.581834339161,0.21340128274014847,0.04300538399952601
simulation_data/rho_0.290__w_0.620__cov_1.10,0.29,0.62,1.1,229.77777777777777,0.29480337761706826,0.4317648018345117,196.88888888888889,0.22175202841551034,0.4134015416183229,189.11111111111111,0.19824762310729213,0.5696803600947951,sse,2580.2070309059363,2580.157787770761,0.032176118670020355,0.01706701650556981
simulation_data/rho_0.270__w_0.700__cov_0.90,0.27,0.7,0.9,221.55555555555554,0.3807179339620069,0.43165954461922923,205.44444444444446,0.325576281587309,0.48029750351972644,190.0,0.3240552346855169,0.6052886922814245,sse,2583.064242852202,2583.051192075812,0.0003331470782858934,0.012717629311152563
simulation_data/rho_0.250__w_0.880__cov_0.20,0.25,0.88,0.2,222.88888888888889,0.526697332234152,0.6308051720875958,203.44444444444446,0.5328977755190801,0.5481282871928089,191.11111111111114,0.5327065606182181,0.6684407165259584,sse,2585.7228223113784,2585.5032649174454,0.11184398659971376,0.10771340733357992
simulation_data/rho_0.250__w_0.800__cov_0.30,0.25,0.8,0.3,222.22222222222223,0.47914963031215113,0.5866892930273827,201.0,0.4611114271432835,0.5174178749084407,194.66666666666666,0.4463127807917333,0.6541278887959654,sse,2587.006728930775,2586.88464227874,0.04528396957871916,0.07680268245635805
simulation_data/rho_0.250__w_0.740__cov_0.80,0.25,0.74,0.8,225.55555555555554,0.4115700536777525,0.45069250931573923,201.88888888888889,0.39649276976932746,0.493036226915684,189.77777777777777,0.37255318374759344,0.6251800540274849,sse,2592.8038550023966,2592.7755923222994,0.009725348000869521,0.01853733209666577
simulation_data/rho_0.270__w_0.560__cov_0.40,0.27,0.56,0.4,224.66666666666666,0.20500167215419174,0.5266081680206918,194.55555555555554,0.14412853794590313,0.45056598569787515,197.85185185185185,0.10950453196985153,0.5549915920121511,sse,2593.26685846464,2593.1149367665084,0.10714798560372282,0.04477371252814067
simulation_data/rho_0.250__w_0.980__cov_2.30,0.25,0.98,2.3,217.55555555555554,0.6700350750606912,0.2748499720801961,205.77777777777777,0.61411184539199,0.5845949116810754,193.92592592592592,0.6146363732451839,0.6915968591531317,sse,2593.423132012557,2593.1445968530625,0.25488936296776343,0.023645796526651074
simulation_data/rho_0.250__w_0.780__cov_0.80,0.25,0.78,0.8,213.77777777777777,0.4682807889202909,0.45790056393337814,206.33333333333334,0.42048708116140365,0.515454278843186,196.2962962962963,0.4183374331874379,0.6451684788185703,sse,2594.2738868343886,2594.2233634184445,0.027075224708491677,0.02344819123545343
simulation_data/rho_0.210__w_0.900__cov_1.20,0.21,0.9,1.2,217.11111111111111,0.5710180760656866,0.3774430545192533,205.44444444444446,0.5509708240976612,0.5588805701804714,194.74074074074076,0.5552997777821985,0.6731038432455793,sse,2594.714949190018,2594.554012292602,0.14422862749590165,0.016708269920295553
simulation_data/rho_0.230__w_0.780__cov_1.00,0.23,0.78,1.0,219.11111111111111,0.45111901278567945,0.44746228694566764,205.22222222222223,0.42629574645559576,0.5113343131759572,193.18518518518516,0.41734613489059247,0.6389460716990351,sse,2595.111774956114,2595.06631901508,0.025713389200584313,0.01974255183411774
simulation_data/rho_0.270__w_0.560__cov_1.10,0.27,0.56,1.1,221.77777777777777,0.20671254597427977,0.3821481106011065,203.22222222222223,0.14929967835222263,0.4025145113230202,192.88888888888889,0.10883266943901464,0.5435283187646588,sse,2597.7171732360493,2597.600479171284,0.10496090654625602,0.011733158219261448
simulation_data/rho_0.250__w_0.800__cov_1.10,0.25,0.8,1.1,223.33333333333334,0.4884920952598435,0.3854489499242203,199.44444444444446,0.45343524247932593,0.5115377157111122,195.25925925925924,0.45928871972454854,0.648206095386073,sse,2599.4737381173163,2599.4163611589647,0.048632754630231784,0.008744203721176185
simulation_data/rho_0.250__w_0.800__cov_1.30,0.25,0.8,1.3,222.66666666666666,0.49296141010289624,0.36801178069388363,201.88888888888889,0.44812320102666064,0.5178807650266863,193.48148148148147,0.4595547848443639,0.6472856521278881,sse,2600.1422931131774,2600.086930561795,0.04823216813914948,0.007130383243166718
simulation_data/rho_0.270__w_0.660__cov_1.40,0.27,0.66,1.4,220.66666666666666,0.3329333485915511,0.29892991008698416,203.11111111111111,0.27749278528428856,0.4550421510368967,194.22222222222223,0.27025794087127397,0.6025827660417423,sse,2600.2472859727,2600.239086510695,0.007136351451353785,0.001063110553820375
simulation_data/rho_0.270__w_0.580__cov_1.70,0.27,0.58,1.7,218.0,0.24257747355832215,0.2681128529964086,203.66666666666666,0.16498099488047746,0.40091297227524586,196.07407407407408,0.1365545218662048,0.5627288767624875,sse,2600.4353751502726,2600.3487042880943,0.07736253699562083,0.00930832518263808
simulation_data/rho_0.290__w_0.540__cov_2.00,0.29,0.54,2.0,225.11111111111111,0.18292508005835031,0.25303985840563137,202.77777777777777,0.1369443706809207,0.3843822551468128,189.40740740740742,0.07764603370583756,0.5290588286676087,sse,2600.949536850605,2600.8002884023294,0.13231354975976922,0.016934898515878566
simulation_data/rho_0.250__w_0.680__cov_0.40,0.25,0.68,0.4,218.22222222222223,0.34427730528461026,0.5271774700670682,201.88888888888889,0.2978546266622195,0.4723584241180634,197.7037037037037,0.29101141266072716,0.6149712751149212,sse,2601.5312693920428,2601.48440759515,0.003272577108492949,0.04358921978415947
simulation_data/rho_0.250__w_0.880__cov_2.20,0.25,0.88,2.2,218.66666666666666,0.5635670292372772,0.3043817828250436,203.33333333333334,0.53709019323499,0.5527146099256586,195.92592592592592,0.5253690977694246,0.6727114210377166,sse,2604.7980826277453,2604.6637953401337,0.12169269216406818,0.012594595447387225
simulation_data/rho_0.250__w_0.900__cov_0.90,0.25,0.9,0.9,222.66666666666666,0.5506712251691623,0.487347986791208,202.11111111111111,0.5535059390579271,0.551340238751114,193.33333333333334,0.5534462819295753,0.6706727160796935,sse,2605.6783925978057,2605.5008850275135,0.13762245443441629,0.03988511585801861
simulation_data/rho_0.250__w_0.840__cov_2.10,0.25,0.84,2.1,216.0,0.534786264733651,0.29528620130354144,206.33333333333334,0.49138276923242485,0.5488301365194085,194.8148148148148,0.49028078335816805,0.6648763080431096,sse,2606.4114490998613,2606.319012328015,0.08126734992223872,0.011169421924193389
simulation_data/rho_0.270__w_0.700__cov_1.10,0.27,0.7,1.1,218.0,0.3806877905870783,0.4229314306344763,203.55555555555554,0.32605742771212076,0.4753502571912849,196.2962962962963,0.3323438349655167,0.6161794487594319,sse,2606.677063084732,2606.665162360242,0.0006364285210603651,0.011264295968779325
simulation_data/rho_0.230__w_1.000__cov_1.30,0.23,1.0,1.3,220.88888888888889,0.6706311514604113,0.393629146033188,204.0,0.6384680406543726,0.5854398824297545,193.1111111111111,0.6429999278396336,0.6950625497257819,sse,2608.4963620782214,2608.1803117290265,0.2880899048638063,0.027960444331595866
simulation_data/rho_0.250__w_0.840__cov_0.20,0.25,0.84,0.2,221.11111111111111,0.5012340053942431,0.618601462233102,201.66666666666666,0.49630354083458417,0.5315965000948721,195.48148148148147,0.5019417944694352,0.6672475400327107,sse,2609.3526571767957,2609.1757939518634,0.07884379872279315,0.09801942620950299
simulation_data/rho_0.230__w_0.920__cov_2.00,0.23,0.92,2.0,215.33333333333334,0.5942227008609087,0.3319213614182095,206.33333333333334,0.5565153111676756,0.5700150401360621,195.4074074074074,0.5574360637020459,0.6814732571944125,sse,2610.083514210845,2609.9099120822343,0.15668275211645485,0.01691937649427854
simulation_data/rho_0.270__w_0.620__cov_0.90,0.27,0.62,0.9,221.77777777777777,0.29491387590825385,0.4199047152482438,200.66666666666666,0.2204185923731201,0.4257696769009483,195.85185185185185,0.19718723062026708,0.5814305753894264,sse,2610.624408164487,2610.57898342935,0.032663901753577404,0.012760833383427195
simulation_data/rho_0.250__w_0.740__cov_2.10,0.25,0.74,2.1,218.22222222222223,0.43232877114708473,0.25823433708389104,201.33333333333334,0.3947201973378769,0.5012297045959772,198.37037037037038,0.37320670945432793,0.6383364823414805,sse,2610.8656309696194,2610.848243892723,0.010785926742688433,0.006601150153479099
simulation_data/rho_0.250__w_0.720__cov_1.30,0.25,0.72,1.3,216.0,0.4039961007230973,0.3359941762788727,203.66666666666666,0.3498127390159907,0.48659673583707097,197.85185185185185,0.34792358800707496,0.6299925722884325,sse,2612.3766011714174,2612.3724323573374,0.0023060708684375436,0.0018627432116894167
simulation_data/rho_0.270__w_0.660__cov_0.40,0.27,0.66,0.4,222.66666666666666,0.3273450027888364,0.528864751797294,205.88888888888889,0.27407834319800295,0.47850931185556295,188.5925925925926,0.2630433683242756,0.5897221357376665,sse,2613.67527238227,2613.6227953613825,0.008776884541757068,0.04370013634594683
simulation_data/rho_0.250__w_0.720__cov_0.40,0.25,0.72,0.4,216.22222222222223,0.4085663986246631,0.519362978152456,204.33333333333334,0.3452486515338348,0.49843025404585145,197.03703703703707,0.33468459859568456,0.630758467439718,sse,2614.914231899791,2614.8710122146895,0.00138275324035816,0.041836931860892095
simulation_data/rho_0.270__w_0.580__cov_2.20,0.27,0.58,2.2,218.44444444444446,0.23946525799101778,0.23476215899694633,203.11111111111111,0.16531468158888205,0.4025405265355883,196.51851851851853,0.13516648620796834,0.564438017736528,sse,2614.9530211595156,2614.8608091449137,0.07868189478429641,0.013530119817305404
simulation_data/rho_0.270__w_0.600__cov_1.10,0.27,0.6,1.1,222.88888888888889,0.28161168934668207,0.3954194999869736,201.11111111111111,0.19058398272117938,0.41254019580158263,194.37037037037035,0.1657777895051924,0.5693608084440304,sse,2616.764902434301,2616.7040268127603,0.05049990312247192,0.010375718417987805
simulation_data/rho_0.250__w_0.980__cov_0.70,0.25,0.98,0.7,221.77777777777777,0.6458977503932705,0.5061055488905853,204.88888888888889,0.614725009973359,0.5714435798498522,191.1851851851852,0.6234760060507971,0.6869262635462289,sse,2617.4394632714184,2617.1388312863874,0.2478765882140867,0.052755396816960856
simulation_data/rho_0.230__w_1.000__cov_0.00,0.23,1.0,0.0,223.77777777777777,0.6242168231797366,0.7069825364103529,203.55555555555554,0.640188834654636,0.5798962611346933,190.51851851851853,0.639517969823006,0.689986758286729,sse,2618.5196642112137,2618.08628246677,0.2631771049793388,0.17020463946430342
simulation_data/rho_0.270__w_0.540__cov_0.40,0.27,0.54,0.4,224.44444444444446,0.18484591425869798,0.520465844990014,198.11111111111111,0.13716162100403792,0.4428428326614711,195.62962962962965,0.07229039078664323,0.5395301128358828,sse,2618.662797547757,2618.484747579428,0.13395169760431444,0.044098270724050675
simulation_data/rho_0.250__w_0.700__cov_0.50,0.25,0.7,0.5,217.11111111111111,0.37715756954181756,0.4761097390505393,204.77777777777777,0.3202562218079798,0.49144527486096545,195.92592592592595,0.3168529778164675,0.6205273734890203,sse,2619.489387258115,2619.463618973292,0.0002757668834471298,0.025492517939927063
simulation_data/rho_0.270__w_0.620__cov_1.00,0.27,0.62,1.0,223.77777777777777,0.29776176294260337,0.4177111889968419,202.88888888888889,0.22212910367321134,0.43294720440690926,191.40740740740742,0.1956132682748188,0.5717174422048676,sse,2620.3538366446523,2620.3097867130323,0.032129345799651446,0.011920585819796905
simulation_data/rho_0.290__w_0.560__cov_2.10,0.29,0.56,2.1,227.33333333333334,0.20050284327250545,0.2250874704927862,202.22222222222223,0.14854041712072838,0.3900056780692671,187.25925925925927,0.11010956062800456,0.5362452604991081,sse,2620.438881383481,2620.3122303500154,0.10705388490589617,0.019597148560235134
simulation_data/rho_0.270__w_0.540__cov_1.50,0.27,0.54,1.5,215.11111111111111,0.18358811892036164,0.27988814177984933,206.33333333333334,0.1385349900001915,0.3907911598339915,195.7777777777778,0.0773493114991309,0.5386231376440989,sse,2621.8981159525247,2621.754704538363,0.13158632335124998,0.011825090810220788
simulation_data/rho_0.290__w_0.500__cov_1.10,0.29,0.5,1.1,217.77777777777777,0.167572037875412,0.35992235808329026,201.66666666666666,0.07004120960899085,0.3652714825885511,198.59259259259258,0.03931897202721468,0.5289427190965019,sse,2622.785941045529,2622.58033982495,0.18758928742574382,0.018011933153006393
simulation_data/rho_0.230__w_0.860__cov_0.10,0.23,0.86,0.1,218.66666666666666,0.5156447538241824,0.6658049831629094,203.88888888888889,0.5170996669481512,0.5564684842387434,195.62962962962962,0.5186536685188855,0.6723273473676727,sse,2622.886702372573,2622.6575870855977,0.09654056053209842,0.13257472644305998
simulation_data/rho_0.230__w_0.940__cov_0.30,0.23,0.94,0.3,217.33333333333334,0.5788291560377464,0.6057731675322191,204.66666666666666,0.5720458009089535,0.5552458504152644,196.0,0.575989685443645,0.6854232770713082,sse,2627.824757872564,2627.560286655188,0.1677246239582899,0.09674659341769873
simulation_data/rho_0.230__w_0.940__cov_1.80,0.23,0.94,1.8,220.0,0.6129293408998017,0.3368449755559644,207.11111111111111,0.5657472250600546,0.5732443353944313,190.37037037037035,0.5764752182816955,0.6776663138231396,sse,2628.9213684456313,2628.725594565252,0.17877550123868013,0.01699837914071865
simulation_data/rho_0.270__w_0.620__cov_1.30,0.27,0.62,1.3,220.88888888888889,0.2969048080040627,0.3238442110365819,206.0,0.21615884579312913,0.4410842275864993,190.96296296296293,0.19559333284145758,0.5737302891302074,sse,2630.020671421071,2629.9855125440445,0.03353243673806299,0.0016264402886375328
simulation_data/rho_0.230__w_1.000__cov_0.60,0.23,1.0,0.6,219.55555555555554,0.6466375088780495,0.5094647565896904,205.22222222222223,0.644915024762722,0.5794352215461328,193.40740740740742,0.640513349950364,0.6971715925480766,sse,2631.509205041706,2631.173782378233,0.27776644063159917,0.05765622284115668
simulation_data/rho_0.250__w_0.640__cov_0.60,0.25,0.64,0.6,220.22222222222223,0.313698433496219,0.4929420958356374,203.55555555555554,0.24545535006788435,0.4520748220542657,194.74074074074073,0.22141204969149383,0.5907521800822741,sse,2633.300369012089,2633.2497794883657,0.019985828369419072,0.030603695354208125
simulation_data/rho_0.250__w_0.600__cov_0.50,0.25,0.6,0.5,219.11111111111111,0.2809018469384638,0.4951205066739555,202.11111111111111,0.18552693757062436,0.4551798647367057,197.25925925925927,0.16800748592887785,0.5766616498240089,sse,2633.7538129253257,2633.6710093814854,0.05137997525669635,0.03142356858346035
simulation_data/rho_0.250__w_0.760__cov_1.30,0.25,0.76,1.3,219.55555555555554,0.4517033977705456,0.34776354448430885,203.33333333333334,0.40519133432858173,0.5038073562017574,195.62962962962965,0.3963238662368362,0.6412887669921966,sse,2634.4650949308834,2634.443301371314,0.017787698113357803,0.004005861456332379
simulation_data/rho_0.230__w_0.920__cov_1.90,0.23,0.92,1.9,211.11111111111111,0.5948657481819074,0.33580146793359605,206.77777777777777,0.5561343240728337,0.5713049960048566,198.14814814814815,0.5549471114269733,0.6868534245547131,sse,2634.6550383118247,2634.481227325571,0.15554012778351922,0.01827085847085103
simulation_data/rho_0.250__w_0.980__cov_0.00,0.25,0.98,0.0,216.44444444444446,0.6192857155732121,0.6977686688357321,208.0,0.6139339066646071,0.5834332804602498,192.8888888888889,0.6198100244359265,0.6875025117898514,sse,2639.1928704166917,2638.797128201268,0.2323338405134563,0.16340837491019913
simulation_data/rho_0.270__w_0.600__cov_2.30,0.27,0.6,2.3,215.55555555555554,0.26845674742913445,0.19922728966019446,205.33333333333334,0.19107849863420745,0.42209102474634563,196.88888888888886,0.16342920854206888,0.5786156522798077,sse,2641.1208077165825,2641.048929055475,0.05413439797039182,0.01774426313700699
simulation_data/rho_0.230__w_0.880__cov_1.40,0.23,0.88,1.4,215.55555555555554,0.5531272927308947,0.3439878718636503,207.22222222222223,0.5312769097510521,0.560572124684811,194.74074074074076,0.5338621798482279,0.6694510173563781,sse,2644.1369047158537,2644.0037477423366,0.11949151321177467,0.013665460305231117
simulation_data/rho_0.270__w_0.560__cov_0.60,0.27,0.56,0.6,204.0,0.20027108684870243,0.4428977123414064,211.11111111111111,0.14467946634036372,0.42214883952333204,196.59259259259258,0.11000006431748986,0.5546544603350689,sse,2645.8814385324313,2645.7533811967874,0.10854601403423986,0.01951132160981215
simulation_data/rho_0.250__w_0.940__cov_0.50,0.25,0.94,0.5,224.22222222222223,0.5853862512526299,0.5144537602425617,203.77777777777777,0.571108625556334,0.5536751014196207,190.22222222222223,0.5783823579733176,0.6758883058707397,sse,2646.2004046917673,2645.9784673143326,0.1710271550814886,0.05091022235300249
simulation_data/rho_0.230__w_1.000__cov_0.10,0.23,1.0,0.1,226.88888888888889,0.6347675429015505,0.6743222374088506,199.0,0.6370901083415834,0.571789792785199,192.37037037037035,0.6351527371770302,0.6932682682068685,sse,2646.5323960323617,2646.123981764844,0.26337041743353035,0.14504385008430587
simulation_data/rho_0.250__w_0.780__cov_0.20,0.25,0.78,0.2,214.66666666666666,0.44812531940461675,0.5944348926375199,209.22222222222223,0.4144058214225132,0.5301087859409244,192.88888888888889,0.41592578991710727,0.6431920753467009,sse,2647.332006129731,2647.2283451324834,0.02274362372852472,0.0809173735190262
simulation_data/rho_0.270__w_0.520__cov_2.30,0.27,0.52,2.3,222.66666666666666,0.17016879989535508,0.19912089649620582,203.55555555555554,0.10596767910982875,0.3692748105523471,192.44444444444446,0.0562649155425827,0.5267225214587161,sse,2648.285305597539,2648.094253209234,0.16067798358903473,0.03037440471535549
simulation_data/rho_0.290__w_0.500__cov_2.10,0.29,0.5,2.1,226.44444444444446,0.15816398232057385,0.22681907741538648,197.55555555555554,0.06970248765914401,0.33035210027549017,194.37037037037035,0.040078704007168314,0.5238807767338165,sse,2648.3378486684755,2648.111434220168,0.19166383262317233,0.03475061568441312
simulation_data/rho_0.250__w_0.940__cov_1.90,0.25,0.94,1.9,213.33333333333334,0.6191692079995756,0.31922515958402564,208.33333333333334,0.5674918434728945,0.577561150885527,195.1111111111111,0.5723786086396682,0.684555399566733,sse,2648.384453227616,2648.185400868655,0.1802554882444562,0.018796870716776097
simulation_data/rho_0.270__w_0.620__cov_1.80,0.27,0.62,1.8,222.0,0.29642962735644524,0.28280749679353967,201.33333333333334,0.21804494219326764,0.4218501362751613,195.62962962962965,0.1939645724024953,0.5857009071495376,sse,2649.812942451336,2649.774871036218,0.0336007572088687,0.004470657908886994
simulation_data/rho_0.250__w_0.820__cov_1.20,0.25,0.82,1.2,222.44444444444446,0.503443927744081,0.36414280875134497,204.33333333333334,0.4690881636424703,0.5301859340579894,191.77777777777777,0.4758029841939551,0.6519651763400526,sse,2650.318682359235,2650.248935430183,0.06127560130799473,0.008471327744261754
simulation_data/rho_0.270__w_0.640__cov_0.90,0.27,0.64,0.9,224.0,0.3088717866886179,0.4388062726729912,203.33333333333334,0.25314412142996373,0.4479736504772853,191.1851851851852,0.2258999368371358,0.5802566753393745,sse,2651.164006541881,2651.130012944237,0.01886220338861464,0.015131394256071514
simulation_data/rho_0.250__w_0.820__cov_1.70,0.25,0.82,1.7,204.66666666666666,0.5138151856639357,0.28968344758408554,210.77777777777777,0.4684592067761561,0.544731051734001,196.88888888888889,0.46365660552076043,0.6592148178048921,sse,2653.6927362379565,2653.62300312955,0.0596307350654976,0.010102373340581169
simulation_data/rho_0.250__w_0.760__cov_1.90,0.25,0.76,1.9,218.0,0.44931556171888765,0.2787392964091154,207.33333333333334,0.40740988490930546,0.5170337635171083,192.66666666666666,0.39509823795250765,0.6361916404847439,sse,2655.851381768873,2655.8284067546333,0.017670341155602187,0.005304673084267802
simulation_data/rho_0.250__w_0.920__cov_0.50,0.25,0.92,0.5,219.33333333333334,0.5553418683866501,0.4995453531212205,205.66666666666666,0.5651601552658394,0.5554274375356866,193.55555555555554,0.5632687931143564,0.6786986899015441,sse,2657.7040099773644,2657.5084071796127,0.14951801676836943,0.04608478098311705
simulation_data/rho_0.250__w_0.800__cov_1.00,0.25,0.8,1.0,223.11111111111111,0.4893428133148709,0.3927237765592016,197.77777777777777,0.45423013653131594,0.5059520016532466,197.92592592592592,0.4580545942622645,0.6511316613920255,sse,2658.999753651661,2658.9413712522473,0.04863929700889479,0.00974310240468821
simulation_data/rho_0.230__w_0.800__cov_2.00,0.23,0.8,2.0,219.77777777777777,0.49011976966027565,0.2887843783750114,204.22222222222223,0.4546953723484314,0.527959769265586,194.88888888888889,0.4520940025022693,0.6514635488568055,sse,2660.5400041207718,2660.485638857649,0.04718565453653298,0.007179608586274273
simulation_data/rho_0.270__w_0.600__cov_1.80,0.27,0.6,1.8,218.66666666666666,0.2822434882858298,0.26272985084868217,205.44444444444446,0.19052369104331576,0.42008252860624334,194.5185185185185,0.16575931305059116,0.572717595998056,sse,2661.1316643076875,2661.0744148906456,0.050381889781602,0.006867527260629009
simulation_data/rho_0.270__w_0.500__cov_2.00,0.27,0.5,2.0,221.33333333333334,0.1570713125492254,0.24441093400166924,204.0,0.07006286351089733,0.3506935624604458,193.62962962962962,0.04102202095630108,0.5216880217331242,sse,2662.3907896856153,2662.17278013292,0.19148558111417419,0.026523971580584612
simulation_data/rho_0.230__w_0.760__cov_1.80,0.23,0.76,1.8,216.88888888888889,0.44924223847118344,0.2697909719235556,205.77777777777777,0.4031708659523707,0.5141066842445191,195.7037037037037,0.39152702184598853,0.6412722418428086,sse,2662.8442174920897,2662.8214701310067,0.016367276550114516,0.006380084532841933
simulation_data/rho_0.250__w_0.680__cov_2.30,0.25,0.68,2.3,215.77777777777777,0.3535529399677932,0.21645592253108514,206.22222222222223,0.3020248545356907,0.4774680764006089,196.14814814814815,0.29170367540211806,0.6113857749431709,sse,2667.016828124645,2667.0034750466143,0.002255030178935943,0.011098047852134205
simulation_data/rho_0.270__w_0.660__cov_2.00,0.27,0.66,2.0,217.33333333333334,0.3335428054550061,0.23279723916131076,203.88888888888889,0.2742765567815033,0.45777339677473805,197.48148148148147,0.26311405802675564,0.607562812782165,sse,2667.9157901424974,2667.899577976853,0.007986121979967061,0.008226043665119406
