run_dir,rho_inflation_percentage,w_skip_degradation_factor,coverage_factor,30s_reading_speed,30s_skip_rate,30s_regression_rate,60s_reading_speed,60s_skip_rate,60s_regression_rate,90s_reading_speed,90s_skip_rate,90s_regression_rate,loss_type,loss_total,loss_reading_speed,loss_skip_rate,loss_regression_rate
simulation_data/rho_0.230__w_0.740__cov_1.80,0.23,0.74,1.8,225.33333333333334,0.4294588952830444,0.29688986706822285,212.55555555555554,0.3898241366751678,0.5248439899213007,199.92592592592595,0.3733789236335097,0.641021726781059,sse,3927.813499741713,3927.798312243729,0.009903639444220777,0.005283858539779449
simulation_data/rho_0.210__w_0.960__cov_0.80,0.21,0.96,0.8,222.88888888888889,0.6308419286051754,0.4867928481692019,216.44444444444446,0.5921362229193549,0.5906812195423694,197.1851851851852,0.5968428834815636,0.6905355974113019,sse,3928.6519765682506,3928.389548440721,0.211796443315802,0.05063168421415221
simulation_data/rho_0.230__w_0.580__cov_0.00,0.23,0.58,0.0,228.88888888888889,0.24492861079325545,0.6792673812327208,209.11111111111111,0.16323080756460695,0.5340754950947323,200.29629629629628,0.13416041195378595,0.5693551910509544,sse,3929.0979335677184,3928.8869808511363,0.07805657101131935,0.13289614557118748
simulation_data/rho_0.210__w_0.840__cov_0.40,0.21,0.84,0.4,225.11111111111111,0.5031042609920426,0.5307238223848862,213.88888888888889,0.4973936017464753,0.548837329137448,198.51851851851853,0.5067432779507516,0.6718369649641954,sse,3930.878299400576,3930.7406778259865,0.08150010226150628,0.05612147232806831
simulation_data/rho_0.210__w_0.820__cov_1.20,0.21,0.82,1.2,226.88888888888889,0.5057286138048389,0.3735866983369572,207.88888888888889,0.46783181235886584,0.5381211074213025,203.55555555555554,0.4739313114621043,0.6705915517813903,sse,3931.3103965626447,3931.236674747238,0.060806335799952656,0.012915479606432223
simulation_data/rho_0.190__w_0.900__cov_1.30,0.19,0.9,1.3,220.66666666666666,0.5740193211787664,0.371394488280805,216.33333333333334,0.5477947231897605,0.5797627233964986,199.4074074074074,0.5524015130879192,0.680872287656153,sse,3931.9603190636385,3931.796633571365,0.14245834964310328,0.02122714263044842
simulation_data/rho_0.250__w_0.680__cov_0.70,0.25,0.68,0.7,232.22222222222223,0.3521352577647919,0.46688491235092866,203.88888888888889,0.29945686963538476,0.46836603894501294,201.92592592592595,0.29194819942967015,0.6235833742647656,sse,3932.2951236850195,3932.2698916831805,0.0024700951967523707,0.022761906641999723
simulation_data/rho_0.210__w_0.740__cov_0.90,0.21,0.74,0.9,227.11111111111111,0.4118442088209988,0.4559251099398575,209.88888888888889,0.3941688628263863,0.5143279360954132,201.33333333333334,0.37085689442550535,0.6428300735084433,sse,3933.879283972854,3933.847520245636,0.009189403363295013,0.022574323855223573
simulation_data/rho_0.210__w_0.900__cov_2.00,0.21,0.9,2.0,230.22222222222223,0.5755780645947256,0.3410728991304135,209.44444444444446,0.5480433059259001,0.5710200241854992,198.51851851851853,0.5396535167601957,0.680654104628111,sse,3934.207236917874,3934.0528471381576,0.13712528832402546,0.017264491393213073
simulation_data/rho_0.250__w_0.600__cov_2.20,0.25,0.6,2.2,219.33333333333334,0.2743964374387431,0.22348336893260917,213.55555555555554,0.19321404929165878,0.44330827322485916,203.85185185185185,0.16253960500433912,0.5914792186149607,sse,3934.341192603963,3934.2783523335393,0.05240464270907301,0.010435627714723832
simulation_data/rho_0.230__w_0.760__cov_2.40,0.23,0.76,2.4,218.22222222222223,0.45266207432024064,0.21090615953050454,213.44444444444446,0.4020751258509212,0.5289482866927621,204.74074074074076,0.3885683887800343,0.656753832257857,sse,3934.6100179600603,3934.5750488196636,0.016121321677324076,0.01884781871869529
simulation_data/rho_0.230__w_0.680__cov_0.50,0.23,0.68,0.5,224.88888888888889,0.3467697846186039,0.5001854522251874,214.33333333333334,0.2970992208459607,0.48694407229789616,198.22222222222223,0.28942210261057494,0.6174376648711617,sse,3934.9426903640483,3934.9062312802503,0.003141482698117734,0.03331760109971961
simulation_data/rho_0.230__w_0.680__cov_1.20,0.23,0.68,1.2,232.66666666666666,0.35461290423764563,0.3631239222179047,204.77777777777777,0.3009325977923345,0.4681611945255378,200.66666666666666,0.29941239005155157,0.6204359380888044,sse,3937.1401748639764,3937.135359433071,0.001995943680547952,0.002819487224664867
simulation_data/rho_0.210__w_0.640__cov_0.40,0.21,0.64,0.4,225.77777777777777,0.3193841945746387,0.5329425337854762,210.77777777777777,0.23973858223432323,0.484519427408202,201.7037037037037,0.22211054407358333,0.6051493353549866,sse,3938.5742819786483,3938.508695221846,0.01991797288722333,0.0456687839152801
simulation_data/rho_0.230__w_0.680__cov_0.30,0.23,0.68,0.3,227.11111111111111,0.34566066896334735,0.574983831372957,210.22222222222223,0.30331956231596763,0.4836338819735626,201.03703703703707,0.29209544469891663,0.6199230811225579,sse,3938.725160843778,3938.6563227690767,0.0028605273754151593,0.06597754732571191
simulation_data/rho_0.210__w_0.980__cov_1.00,0.21,0.98,1.0,224.44444444444446,0.6477493476442326,0.4523742565046656,212.77777777777777,0.6120937836980945,0.5920564342103253,200.66666666666666,0.625653418999078,0.6977610571655557,sse,3939.5813473509543,3939.2905622549415,0.248658939823236,0.042126156189045125
simulation_data/rho_0.230__w_0.700__cov_2.20,0.23,0.7,2.2,228.88888888888889,0.3918158250744719,0.25069891490842255,207.55555555555554,0.3213341905794125,0.4890205678952204,202.07407407407408,0.3205878813655536,0.6288057410045895,sse,3939.6808287901704,3939.674377350715,0.00011124527949036199,0.006340194175863139
simulation_data/rho_0.210__w_0.860__cov_1.80,0.21,0.86,1.8,230.22222222222223,0.5380423973040871,0.32543820666856965,207.77777777777777,0.5184754724281911,0.5566822709562034,200.44444444444446,0.506685176578133,0.6778400710932764,sse,3939.727620090305,3939.6154916019605,0.09826289523057034,0.013865593114029743
simulation_data/rho_0.210__w_1.000__cov_2.20,0.21,1.0,2.2,229.11111111111111,0.6834945104763693,0.3440849412406081,212.66666666666666,0.6388453356911808,0.6066223540906511,195.85185185185185,0.6378193705054905,0.7005886507090129,sse,3939.7682577080054,3939.4467082970755,0.29223614022696076,0.02931327070285339
simulation_data/rho_0.250__w_0.560__cov_1.70,0.25,0.56,1.7,228.22222222222223,0.20416984262169158,0.2589397765000264,207.0,0.15183831762371433,0.40188630944337783,203.33333333333334,0.10753059218019145,0.5679992685762677,sse,3944.4839674494997,3944.368482401137,0.10556255668259243,0.00992249168045944
simulation_data/rho_0.230__w_0.700__cov_2.10,0.23,0.7,2.1,225.11111111111111,0.38481342821363035,0.23847341420504226,208.0,0.3226083881355864,0.49194677281950394,205.1851851851852,0.31626672661598915,0.6352176244973925,sse,3945.2441754995175,3945.2353018246267,9.150262842946684e-05,0.008782172262178747
simulation_data/rho_0.250__w_0.580__cov_0.20,0.25,0.58,0.2,232.44444444444446,0.25371054569215823,0.6204451519368435,208.55555555555554,0.16302111144181006,0.5027750272603223,197.03703703703704,0.13564238507214715,0.56253901225581,sse,3946.129654653521,3945.962722973064,0.07509544649761404,0.09183623395933187
simulation_data/rho_0.230__w_0.780__cov_1.20,0.23,0.78,1.2,229.77777777777777,0.4513791891192311,0.375948990685838,208.33333333333334,0.4254683328077218,0.5212898676180315,200.44444444444446,0.4210519617682706,0.6517708845531687,sse,3946.863166492686,3946.828013647816,0.026381710456178924,0.008771134413493803
simulation_data/rho_0.210__w_0.840__cov_0.00,0.21,0.84,0.0,234.22222222222223,0.49025082317691876,0.6949338326051848,203.88888888888889,0.4936929386013863,0.5558255935502096,199.85185185185185,0.5000387459474731,0.6726899583539995,sse,3950.677428805478,3950.448950068395,0.0749420061963216,0.15353673088710987
simulation_data/rho_0.210__w_0.740__cov_0.20,0.21,0.74,0.2,227.77777777777777,0.42405096123102176,0.629452730381829,209.22222222222223,0.38739871600881376,0.536818428389324,201.62962962962965,0.36068704776736604,0.6476974838282272,sse,3950.9992888426045,3950.8889038871985,0.007765009712297864,0.10261994569381891
simulation_data/rho_0.230__w_0.840__cov_0.60,0.23,0.84,0.6,228.66666666666666,0.539487406027463,0.49996271649222085,212.0,0.4987295895591271,0.5463592863240758,197.48148148148147,0.5028131166318566,0.6707246035672729,sse,3952.9280417969535,3952.7946397052474,0.08983619524912456,0.04356589645735994
simulation_data/rho_0.210__w_0.840__cov_1.70,0.21,0.84,1.7,220.0,0.5270376604205715,0.3339344191374737,215.55555555555554,0.4866752347003186,0.564767838208943,201.25925925925927,0.4873860660807914,0.6736644316178342,sse,3952.983137545092,3952.8919460381635,0.07651595028376884,0.014675556644594051
simulation_data/rho_0.230__w_0.680__cov_1.90,0.23,0.68,1.9,215.55555555555554,0.35757652252845473,0.2569805431322098,216.33333333333334,0.298022545610802,0.5000672253336469,203.40740740740742,0.29093902142634354,0.62536873673661,sse,3952.9945218926305,3952.986706030516,0.002170563941446876,0.00564529817270983
simulation_data/rho_0.210__w_0.660__cov_1.70,0.21,0.66,1.7,224.88888888888889,0.3399719234162257,0.27997548356386354,214.22222222222223,0.27515542918497243,0.48338702575912085,198.66666666666663,0.2648700325341002,0.6095309990960506,sse,3954.3244491360088,3954.3154554786283,0.007027560462762621,0.001966096917518209
simulation_data/rho_0.210__w_0.840__cov_1.10,0.21,0.84,1.1,232.22222222222223,0.5197095748508724,0.4149594992763377,208.33333333333334,0.49108182766892633,0.5467049695140441,197.77777777777777,0.5025686741209224,0.6661875096583874,sse,3958.553217096672,3958.452033536896,0.08167059916042402,0.01951296061569954
simulation_data/rho_0.210__w_0.980__cov_2.30,0.21,0.98,2.3,226.66666666666666,0.666119026124056,0.3223029728708222,213.66666666666666,0.6106989490950682,0.6003608372219659,197.62962962962965,0.6172048819863349,0.6966748210312295,sse,3959.219083759939,3958.9404540030037,0.2523213820493758,0.026308374886274244
simulation_data/rho_0.210__w_0.840__cov_2.10,0.21,0.84,2.1,220.88888888888889,0.5273623738130593,0.3205483131045606,212.88888888888889,0.492559965019088,0.5596661266851157,203.77777777777777,0.4933023680126883,0.6769567292581855,sse,3959.309962397555,3959.215096370239,0.0807010843353885,0.014164942980910596
simulation_data/rho_0.230__w_0.560__cov_2.40,0.23,0.56,2.4,222.44444444444446,0.1990683737197911,0.1568291990639277,213.44444444444446,0.14916952026332497,0.4192023126324417,201.92592592592595,0.10897572242451353,0.5671824569325976,sse,3959.884435186397,3959.7460821593722,0.10784195348178485,0.030511073542612663
simulation_data/rho_0.230__w_0.660__cov_2.00,0.23,0.66,2.0,222.44444444444446,0.3313777211731906,0.23516157223456233,213.0,0.27324088405683583,0.48258658762690104,202.44444444444446,0.26198160812690763,0.6164159309397755,sse,3960.28237557566,3960.2660833870914,0.00845364681284983,0.007838541755508853
simulation_data/rho_0.250__w_0.540__cov_1.90,0.25,0.54,1.9,225.77777777777777,0.18141286054244574,0.23838607372214163,213.88888888888889,0.13708282148215867,0.4138158839919639,198.2962962962963,0.07770049135601881,0.5471062330095673,sse,3960.4964918929754,3960.3510275139793,0.13287190288610087,0.012592476110076021
simulation_data/rho_0.250__w_0.520__cov_0.60,0.25,0.52,0.6,230.0,0.16905898739411812,0.4722255916268798,207.22222222222223,0.10131855830611596,0.4194863284290038,201.62962962962965,0.05384795878672244,0.543750824731995,sse,3966.297316862578,3966.1040714357,0.16444138987038842,0.028804037006906077
simulation_data/rho_0.230__w_0.680__cov_1.80,0.23,0.68,1.8,221.77777777777777,0.35917503373875953,0.26883386119739,213.22222222222223,0.2998093561006143,0.4913303856783513,202.81481481481484,0.29461075943268633,0.6258110357120235,sse,3966.361096619316,3966.3552419024,0.0018502959184056684,0.004004420997666401
simulation_data/rho_0.210__w_0.740__cov_1.00,0.21,0.74,1.0,228.22222222222223,0.4132770059926573,0.4373100189245959,211.44444444444446,0.3957661323287114,0.5186948975555234,198.8888888888889,0.37715939713645935,0.636205409750246,sse,3966.9266542771147,3966.898815373238,0.010284076048397038,0.017554827828213854
simulation_data/rho_0.230__w_0.660__cov_1.20,0.23,0.66,1.2,233.55555555555554,0.33706771913619543,0.35459764740119926,206.55555555555554,0.27910231412898256,0.4627636493763359,198.22222222222223,0.26636415214259124,0.6100419921369133,sse,3967.096514842937,3967.0878891285724,0.006846656102553733,0.0017790582608903345
simulation_data/rho_0.210__w_0.940__cov_0.20,0.21,0.94,0.2,228.22222222222223,0.5719258707536582,0.6262013065821046,213.66666666666666,0.562346784472295,0.5712193109068873,196.07407407407408,0.5746463490540169,0.6856634488032372,sse,3971.9657603903265,3971.6943833004407,0.1597388603191936,0.11163822956670316
simulation_data/rho_0.230__w_0.740__cov_0.90,0.23,0.74,0.9,230.88888888888889,0.4052594908433461,0.46103878619474464,208.55555555555554,0.3963508183803599,0.511687042144248,199.33333333333331,0.36848624079094405,0.6403228878789003,sse,3972.0663474725843,3972.0337891306967,0.009007925946964361,0.023550415940802708
simulation_data/rho_0.230__w_0.660__cov_2.10,0.23,0.66,2.1,221.33333333333334,0.3330497486528362,0.22390246616108112,214.77777777777777,0.274952030811656,0.4868461078154259,201.4814814814815,0.26212499235793457,0.6156738993922483,sse,3976.0899851980894,3976.0720137517,0.008073234610108403,0.009898211778778462
simulation_data/rho_0.250__w_0.540__cov_0.70,0.25,0.54,0.7,229.55555555555554,0.17662307486964593,0.4688156814064873,207.77777777777777,0.136130799607551,0.4253120577125683,201.7037037037037,0.07487174756192483,0.5521959128457798,sse,3978.356880220655,3978.1938804070314,0.13659083780567308,0.026408975818356592
simulation_data/rho_0.230__w_0.960__cov_0.20,0.23,0.96,0.2,228.66666666666666,0.5929134640608279,0.6508631911588546,213.22222222222223,0.5817822596251483,0.5831440052409964,196.29629629629628,0.5887329624405272,0.6886997676152018,sse,3980.205425325907,3979.8900300851087,0.18507082020663873,0.13032442059117239
simulation_data/rho_0.210__w_0.880__cov_0.40,0.21,0.88,0.4,224.88888888888889,0.5356395233603717,0.5602332898716305,208.77777777777777,0.5357215598588252,0.5541630944885756,205.11111111111111,0.53695026650585,0.6888455284652615,sse,3982.527647867802,3982.3369488595613,0.11743266288785481,0.07326634535205392
simulation_data/rho_0.250__w_0.600__cov_1.40,0.25,0.6,1.4,226.66666666666666,0.2789737368374491,0.306847258751834,213.55555555555554,0.1903685986030947,0.43893275938518683,198.14814814814815,0.16629140137118753,0.5790528098816374,sse,3982.794150170546,3982.741368419044,0.05099897677020851,0.0017827747319100816
simulation_data/rho_0.250__w_0.540__cov_1.80,0.25,0.54,1.8,228.22222222222223,0.18795554511541768,0.26081550169423884,210.22222222222223,0.13718903972039398,0.40278269581454224,200.59259259259258,0.07707282228797925,0.5521722706170684,sse,3986.1320268624904,3985.9910727035563,0.13040988810524795,0.010544270829243967
simulation_data/rho_0.230__w_0.600__cov_0.80,0.23,0.6,0.8,227.33333333333334,0.27926089164832946,0.4210971581385916,209.33333333333334,0.19274593858261715,0.42401561382719055,202.44444444444443,0.16576554404693783,0.5827064366718191,sse,3986.976091820996,3986.912467866808,0.050462269523273026,0.013161684664483092
simulation_data/rho_0.210__w_0.800__cov_2.30,0.21,0.8,2.3,221.11111111111111,0.4995186766546919,0.2584745928371225,209.55555555555554,0.45157975374213827,0.5392738105100001,207.33333333333331,0.44394516809635315,0.6698876073334148,sse,3989.002027678975,3988.94215274388,0.046055266406875586,0.013819668687857285
simulation_data/rho_0.230__w_0.660__cov_0.40,0.23,0.66,0.4,225.55555555555554,0.3221128196074666,0.5220563716790765,212.77777777777777,0.2711816711152333,0.47727961311755923,200.37037037037038,0.26327534497580696,0.6131501805451908,sse,3991.267783073409,3991.216648728998,0.009750449557971769,0.041383894853877355
simulation_data/rho_0.270__w_0.520__cov_1.40,0.27,0.52,1.4,230.22222222222223,0.176407664637801,0.3222619129437916,211.33333333333334,0.1067159638937978,0.38890768131370096,197.11111111111111,0.055493094859347024,0.5338599755544524,sse,3991.378993775545,3991.2098903610186,0.15801581719397462,0.01108759733283086
simulation_data/rho_0.210__w_0.880__cov_1.30,0.21,0.88,1.3,223.77777777777777,0.5576321087833742,0.38132813394967846,214.33333333333334,0.5292357902275981,0.5744068293794748,200.14814814814815,0.5336168409083427,0.6782236334845623,sse,3992.2594090308567,3992.1185915974747,0.120004962991699,0.020812470390848357
simulation_data/rho_0.210__w_0.680__cov_1.70,0.21,0.68,1.7,222.88888888888889,0.36197249616922655,0.28702767769876897,212.66666666666666,0.29977037453938943,0.48983249282423064,202.88888888888889,0.2967098825623444,0.624906506768211,sse,3992.2771838658164,3992.2731911833534,0.001614664204120616,0.002378018259700925
simulation_data/rho_0.190__w_0.960__cov_1.20,0.19,0.96,1.2,222.22222222222223,0.6361898705086904,0.3908004895677393,216.33333333333334,0.5906479561929988,0.5913818355627964,199.11111111111111,0.5950585133950509,0.6918250444268125,sse,4002.621531371871,4002.380764333097,0.2125581424107968,0.02820889636298502
simulation_data/rho_0.230__w_0.660__cov_1.70,0.23,0.66,1.7,230.66666666666666,0.3341020124018378,0.3041219065801528,208.11111111111111,0.2766757234379306,0.4685908165449365,200.5185185185185,0.26650839582141606,0.6128334566592141,sse,4002.8624146982293,4002.8542325740777,0.007386839961526129,0.0007952841904022964
simulation_data/rho_0.230__w_0.620__cov_2.10,0.23,0.62,2.1,224.0,0.285686967646345,0.22682759727678345,212.11111111111111,0.21755488954561528,0.45382695355641,202.74074074074076,0.19236976766480185,0.5972617344997264,sse,4004.91615043185,4004.8706651474076,0.03624859309341023,0.00923669134957792
simulation_data/rho_0.210__w_0.940__cov_1.20,0.21,0.94,1.2,227.77777777777777,0.614141738765705,0.406097005138143,214.33333333333334,0.5672133272624443,0.5835332120678939,196.22222222222223,0.5828203781634493,0.6833946288310762,sse,4005.9063792036477,4005.695674768489,0.183447524443639,0.02725691071518003
simulation_data/rho_0.230__w_0.760__cov_2.10,0.23,0.76,2.1,230.44444444444446,0.45059243092720724,0.29146754354666804,210.11111111111111,0.40562389047847547,0.5259299525440255,198.5925925925926,0.39660249864786357,0.6446900785196777,sse,4006.8228574131913,4006.799034710316,0.01777630798321829,0.006046394892707582
simulation_data/rho_0.210__w_0.780__cov_2.30,0.21,0.78,2.3,224.0,0.4711735539958755,0.26499549001306955,210.88888888888889,0.41905856521042334,0.5324345056578231,204.07407407407408,0.40820579259160683,0.6613241526268264,sse,4007.0886232013513,4007.0524823633596,0.02515658834452891,0.010984249646966489
simulation_data/rho_0.230__w_0.780__cov_1.80,0.23,0.78,1.8,232.44444444444446,0.45273900743051243,0.3289159386081707,205.77777777777777,0.41998762651884847,0.5206770493146684,200.96296296296296,0.41352846553204814,0.6541359127056441,sse,4007.5830647415196,4007.5532862845116,0.02383528894890393,0.005943168058725631
simulation_data/rho_0.250__w_0.540__cov_0.90,0.25,0.54,0.9,231.33333333333334,0.1803119359852777,0.4310513556647179,206.88888888888889,0.13692639570409254,0.40699894379133,201.11111111111111,0.07467089690473644,0.547862547477602,sse,4007.8061564636046,4007.652167405705,0.1348127188346637,0.019176339064652062
simulation_data/rho_0.230__w_0.660__cov_0.90,0.23,0.66,0.9,226.0,0.32785294112914665,0.42854878174954897,211.55555555555554,0.27669819255196676,0.47294628080874634,201.62962962962962,0.2668433362800681,0.6130099729009952,sse,4009.836151993472,4009.8157116473367,0.008120215311758593,0.012320130824055147
simulation_data/rho_0.250__w_0.520__cov_0.20,0.25,0.52,0.2,233.33333333333334,0.1740449811458521,0.5976683990780414,206.33333333333334,0.09639565124939681,0.4754741972345855,199.4074074074074,0.05176253229297715,0.5371029487903797,sse,4011.5502007414675,4011.3045700793027,0.16551835149923622,0.08011231066512399
simulation_data/rho_0.210__w_0.940__cov_0.40,0.21,0.94,0.4,226.88888888888889,0.5663994816446744,0.5546340073445082,214.22222222222223,0.5659181714227705,0.5749832777661796,197.4814814814815,0.5757161853794264,0.6874659026581076,sse,4012.24914555112,4012.0150982590417,0.1600743031405792,0.07397298893847586
simulation_data/rho_0.190__w_0.880__cov_2.20,0.19,0.88,2.2,220.0,0.5609261769249341,0.252945916185644,209.88888888888889,0.5330830219326865,0.5681067044580498,208.07407407407405,0.5206172928897291,0.6945487270020528,sse,4013.9289098000622,4013.7884102016947,0.11706884890734623,0.023430749459955054
simulation_data/rho_0.230__w_0.880__cov_0.40,0.23,0.88,0.4,225.55555555555554,0.5128734498841282,0.5780251417029743,212.55555555555554,0.5332468903747937,0.5599753006200743,200.96296296296296,0.5343205108469983,0.6843516905022281,sse,4014.2975860389192,4014.1061963374195,0.1091831477809892,0.08220655371809976
simulation_data/rho_0.230__w_0.820__cov_0.10,0.23,0.82,0.1,229.33333333333334,0.47766502997881066,0.6698165792782627,211.77777777777777,0.4722645600625699,0.5468224645651213,198.00000000000003,0.4701983379585515,0.6641744521604521,sse,4016.82832190233,4016.640331703107,0.055316767842478354,0.13267343137995222
simulation_data/rho_0.230__w_0.540__cov_2.40,0.23,0.54,2.4,226.66666666666666,0.17871888347950815,0.13359796874962707,212.55555555555554,0.1374967161147323,0.4123604582663194,199.92592592592592,0.07736430751411408,0.5511955871786327,sse,4017.5601164101504,4017.385613831027,0.13401754996176363,0.04048502916211572
simulation_data/rho_0.230__w_0.760__cov_1.10,0.23,0.76,1.1,230.22222222222223,0.442058308694238,0.4157600780771361,209.33333333333334,0.40701006404897766,0.519166794481422,199.92592592592592,0.39552490903940024,0.6475648068525728,sse,4019.424598033674,4019.3935503389666,0.016898365748785314,0.014149328958696354
simulation_data/rho_0.230__w_0.900__cov_2.10,0.23,0.9,2.1,232.66666666666666,0.574343737661533,0.33062912777054015,209.11111111111111,0.5467755244348167,0.5726463765356232,197.33333333333334,0.544786171986181,0.681345834055896,sse,4023.990544848589,4023.834696463735,0.1384866029992082,0.017361781854590787
simulation_data/rho_0.250__w_0.560__cov_0.90,0.25,0.56,0.9,230.88888888888889,0.2076749158139025,0.41862223271292404,209.44444444444446,0.15172858562974134,0.4090094973670254,199.11111111111111,0.11159656699541107,0.556977215114917,sse,4024.035165867535,4023.9169195359186,0.102663579508226,0.01558275210767387
simulation_data/rho_0.210__w_0.880__cov_1.90,0.21,0.88,1.9,228.44444444444446,0.5551175762206424,0.32649147825859076,212.55555555555554,0.5284524552882668,0.5745667359582155,198.14814814814815,0.5266274731848815,0.6776120260005095,sse,4024.7198276232284,4024.5870474313915,0.11578082318370095,0.01699936865362702
simulation_data/rho_0.230__w_0.660__cov_0.30,0.23,0.66,0.3,234.0,0.32881876499278406,0.5655476363646094,206.44444444444446,0.2725460674522766,0.48695996371355954,198.66666666666663,0.2631869815654627,0.6112467919246554,sse,4025.0711275656568,4025.0015224980293,0.008725760973884743,0.06087930665350832
simulation_data/rho_0.210__w_0.860__cov_0.50,0.21,0.86,0.5,226.0,0.5268864745252172,0.5058746183111703,213.44444444444446,0.5200578481820572,0.5573518193999684,199.62962962962965,0.5178444533662683,0.6803756236005476,sse,4026.026908734055,4025.8776419080655,0.10026581957151483,0.049001006417080675
simulation_data/rho_0.230__w_0.760__cov_0.70,0.23,0.76,0.7,228.22222222222223,0.43878941873331373,0.48658422449938055,209.66666666666666,0.4061432668113759,0.5153495047147575,201.77777777777777,0.3949903577562405,0.6507546907576648,sse,4026.9223122269027,4026.873146560417,0.016346274598431937,0.0328193918868495
simulation_data/rho_0.230__w_0.720__cov_2.40,0.23,0.72,2.4,229.33333333333334,0.40470394133294335,0.2350353873666601,209.44444444444446,0.35082000581185974,0.5053904669017177,200.88888888888889,0.344530333725346,0.6363725584672993,sse,4027.8234780463313,4027.8113119202717,0.002134082889216401,0.010032043170120335
simulation_data/rho_0.270__w_0.500__cov_0.90,0.27,0.5,0.9,237.55555555555554,0.16105559277818995,0.3976765695784016,205.66666666666666,0.07314558806420414,0.3991402821165618,194.59259259259258,0.038345142999744564,0.5182757624475745,sse,4029.5725690937716,4029.3655760077754,0.18952825123000855,0.017464834766135664
simulation_data/rho_0.230__w_0.860__cov_1.00,0.23,0.86,1.0,239.33333333333334,0.5241176346246751,0.44694508836781605,202.0,0.5255207233555771,0.5411336993701428,195.85185185185185,0.5181742086169431,0.6650020378523083,sse,4029.810593355537,4029.6830398667416,0.1018510400598631,0.02570244873615296
simulation_data/rho_0.230__w_0.640__cov_1.00,0.23,0.64,1.0,228.0,0.3169694061885666,0.4351379432165762,208.11111111111111,0.24893868081191808,0.4618068372060309,203.62962962962962,0.22695345727822394,0.6063047521868314,sse,4030.9442841570585,4030.9125115453426,0.01800505275174189,0.013767558964132854
simulation_data/rho_0.230__w_0.820__cov_2.30,0.23,0.82,2.3,229.55555555555554,0.5111165193238532,0.29361131992089473,210.66666666666666,0.4708927076360079,0.5464128103636047,199.33333333333334,0.45928167090704997,0.6652944291923593,sse,4032.2204219603072,4032.151073081315,0.05837268500446252,0.010976193987806034
simulation_data/rho_0.210__w_0.840__cov_1.20,0.21,0.84,1.2,227.55555555555554,0.5165214670759516,0.3913776462190407,209.66666666666666,0.4979094722756032,0.5492790687416825,202.51851851851853,0.49911459490402393,0.6729050021402299,sse,4033.3435802847653,4033.2446832657342,0.0818964356380224,0.017000583392915616
simulation_data/rho_0.230__w_0.600__cov_1.70,0.23,0.6,1.7,221.33333333333334,0.2801533594161112,0.2688017905162146,210.44444444444446,0.19328705847223387,0.4328138404856396,206.88888888888889,0.16303763197436566,0.5942726066797576,sse,4033.6492815195775,4033.5937751063493,0.0509163269398295,0.004590086288235612
simulation_data/rho_0.190__w_0.980__cov_0.00,0.19,0.98,0.0,229.77777777777777,0.6179065650539027,0.7152550820130874,212.66666666666666,0.6106505155065943,0.5932164075919234,196.5925925925926,0.6036218913793847,0.6906240869479157,sse,4034.137267721566,4033.737508180915,0.22004302750500676,0.17971651314561485
simulation_data/rho_0.230__w_0.600__cov_2.20,0.23,0.6,2.2,225.11111111111111,0.26796895675841714,0.20231194939991157,210.33333333333334,0.19324195687182233,0.43604423224578603,204.07407407407408,0.1624965367958582,0.5919792697817781,sse,4035.0981481404106,4035.0286728395513,0.05396517046042337,0.015510130399174675
simulation_data/rho_0.190__w_0.780__cov_1.30,0.19,0.78,1.3,222.0,0.46075100039416256,0.32796022345351505,210.88888888888889,0.4190377074168838,0.5273293435692099,206.0,0.41808185021635086,0.6601391396022435,sse,4035.4097279773946,4035.37673764433,0.025648706697342337,0.00734162636649041
simulation_data/rho_0.210__w_0.760__cov_2.10,0.21,0.76,2.1,226.22222222222223,0.4510689985741978,0.29979542100904283,211.88888888888889,0.40323250972190583,0.528113171984566,201.4074074074074,0.3905156352401454,0.6513702719339293,sse,4035.8168332526425,4035.793786203056,0.016425503177666393,0.00662154640887116
simulation_data/rho_0.250__w_0.500__cov_1.10,0.25,0.5,1.1,232.0,0.16484543591649375,0.38444095221760377,206.77777777777777,0.06996340592641939,0.3846472895602948,200.88888888888889,0.03854294496738957,0.5341073943799837,sse,4036.7573337207427,4036.5520526610103,0.1892816241084872,0.01599943562395206
simulation_data/rho_0.230__w_0.620__cov_2.20,0.23,0.62,2.2,222.0,0.2857026662832765,0.20975945835659845,210.0,0.22152338579331565,0.44935916777777546,206.8888888888889,0.19095134675594752,0.6059866027997172,sse,4038.228192030539,4038.1793130252217,0.035762870745233044,0.013116134571908378
simulation_data/rho_0.190__w_0.920__cov_1.70,0.19,0.92,1.7,227.11111111111111,0.5951304189376525,0.3681585230284565,213.66666666666666,0.5528328641709345,0.5805725697485463,198.44444444444446,0.553094897709863,0.6874233625087091,sse,4042.1210027217357,4041.9454994640964,0.1532133019731373,0.022289955666218296
simulation_data/rho_0.210__w_0.920__cov_0.40,0.21,0.92,0.4,221.11111111111111,0.5646353335534018,0.5402591385768704,216.66666666666666,0.5618441300252778,0.5744839566597808,200.22222222222223,0.5592453498085945,0.6875886890635398,sse,4042.5897764170595,4042.3734015486243,0.14901952751868994,0.06735534091674272
