high_threshold,low_threshold,sim_fully_high,sim_fully_low,sim_min_high,sim_min_low,err_fully_high,err_fully_low,err_min_high,err_min_low,loss_total
0.8,0.8,0.9580838323353293,0.9580838323353293,0.9464285714285714,0.9464285714285714,0.47408383233532936,0.5770838323353293,0.5294285714285714,0.6554285714285715,2.2360248075278015
0.8,0.801,0.9580838323353293,0.9520958083832335,0.9464285714285714,0.9375,0.47408383233532936,0.5710958083832335,0.5294285714285714,0.6465000000000001,2.221108212147134
0.8,0.802,0.9580838323353293,0.9461077844311377,0.9464285714285714,0.9196428571428571,0.47408383233532936,0.5651077844311377,0.5294285714285714,0.6286428571428571,2.1972630453378956
0.8,0.803,0.9580838323353293,0.9461077844311377,0.9464285714285714,0.9196428571428571,0.47408383233532936,0.5651077844311377,0.5294285714285714,0.6286428571428571,2.1972630453378956
0.8,0.804,0.9580838323353293,0.9401197604790419,0.9464285714285714,0.9196428571428571,0.47408383233532936,0.5591197604790419,0.5294285714285714,0.6286428571428571,2.1912750213858
0.8,0.805,0.9580838323353293,0.9341317365269461,0.9464285714285714,0.9196428571428571,0.47408383233532936,0.5531317365269461,0.5294285714285714,0.6286428571428571,2.185286997433704
0.8,0.806,0.9580838323353293,0.9341317365269461,0.9464285714285714,0.9107142857142857,0.47408383233532936,0.5531317365269461,0.5294285714285714,0.6197142857142857,2.1763584260051325
0.8,0.807,0.9580838323353293,0.9341317365269461,0.9464285714285714,0.9017857142857143,0.47408383233532936,0.5531317365269461,0.5294285714285714,0.6107857142857143,2.167429854576561
0.8,0.808,0.9580838323353293,0.9281437125748503,0.9464285714285714,0.8839285714285714,0.47408383233532936,0.5471437125748503,0.5294285714285714,0.5929285714285715,2.143584687767323
0.8,0.809,0.9580838323353293,0.9041916167664671,0.9464285714285714,0.8660714285714286,0.47408383233532936,0.5231916167664671,0.5294285714285714,0.5750714285714287,2.1017754491017966
0.8,0.81,0.9580838323353293,0.9041916167664671,0.9464285714285714,0.8482142857142857,0.47408383233532936,0.5231916167664671,0.5294285714285714,0.5572142857142857,2.0839183062446534
0.8,0.811,0.9580838323353293,0.8982035928143712,0.9464285714285714,0.8482142857142857,0.47408383233532936,0.5172035928143712,0.5294285714285714,0.5572142857142857,2.0779302822925576
0.8,0.812,0.9580838323353293,0.8862275449101796,0.9464285714285714,0.8482142857142857,0.47408383233532936,0.5052275449101796,0.5294285714285714,0.5572142857142857,2.065954234388366
0.8,0.8130000000000001,0.9580838323353293,0.8682634730538922,0.9464285714285714,0.8392857142857143,0.47408383233532936,0.48726347305389217,0.5294285714285714,0.5482857142857143,2.039061591103507
0.8,0.8140000000000001,0.9580838323353293,0.8622754491017964,0.9464285714285714,0.8214285714285714,0.47408383233532936,0.4812754491017964,0.5294285714285714,0.5304285714285715,2.0152164242942687
0.8,0.8150000000000001,0.9580838323353293,0.8502994011976048,0.9464285714285714,0.8214285714285714,0.47408383233532936,0.4692994011976048,0.5294285714285714,0.5304285714285715,2.0032403763900772
0.8,0.8160000000000001,0.9580838323353293,0.8502994011976048,0.9464285714285714,0.8125,0.47408383233532936,0.4692994011976048,0.5294285714285714,0.5215000000000001,1.9943118049615056
0.8,0.8170000000000001,0.9580838323353293,0.8323353293413174,0.9464285714285714,0.7946428571428571,0.47408383233532936,0.45133532934131737,0.5294285714285714,0.5036428571428571,1.9584905902480751
0.8,0.8180000000000001,0.9580838323353293,0.8203592814371258,0.9464285714285714,0.7946428571428571,0.47408383233532936,0.43935928143712577,0.5294285714285714,0.5036428571428571,1.9465145423438834
0.8,0.8190000000000001,0.9580838323353293,0.8203592814371258,0.9464285714285714,0.7946428571428571,0.47408383233532936,0.43935928143712577,0.5294285714285714,0.5036428571428571,1.9465145423438834
0.8,0.8200000000000001,0.9580838323353293,0.8023952095808383,0.9464285714285714,0.7857142857142857,0.47408383233532936,0.4213952095808383,0.5294285714285714,0.4947142857142857,1.9196218990590248
0.8,0.8210000000000001,0.9580838323353293,0.7904191616766467,0.9464285714285714,0.7767857142857143,0.47408383233532936,0.4094191616766467,0.5294285714285714,0.4857857142857143,1.8987172797262617
0.8,0.8220000000000001,0.9580838323353293,0.7544910179640718,0.9464285714285714,0.7410714285714286,0.47408383233532936,0.3734910179640718,0.5294285714285714,0.4500714285714286,1.8270748502994012
0.8,0.8230000000000001,0.9580838323353293,0.7485029940119761,0.9464285714285714,0.7142857142857143,0.47408383233532936,0.36750299401197606,0.5294285714285714,0.4232857142857143,1.794301112061591
0.8,0.8240000000000001,0.9580838323353293,0.7485029940119761,0.9464285714285714,0.7142857142857143,0.47408383233532936,0.36750299401197606,0.5294285714285714,0.4232857142857143,1.794301112061591
0.8,0.8250000000000001,0.9580838323353293,0.7245508982035929,0.9464285714285714,0.6696428571428571,0.47408383233532936,0.34355089820359286,0.5294285714285714,0.3786428571428571,1.7257061591103506
0.8,0.8260000000000001,0.9580838323353293,0.7125748502994012,0.9464285714285714,0.6517857142857143,0.47408383233532936,0.33157485029940115,0.5294285714285714,0.3607857142857143,1.6958729683490161
0.8,0.8270000000000001,0.9580838323353293,0.7005988023952096,0.9464285714285714,0.6339285714285714,0.47408383233532936,0.31959880239520955,0.5294285714285714,0.3429285714285714,1.6660397775876816
0.8,0.8280000000000001,0.9580838323353293,0.688622754491018,0.9464285714285714,0.6339285714285714,0.47408383233532936,0.30762275449101795,0.5294285714285714,0.3429285714285714,1.6540637296834901
0.8,0.8290000000000001,0.9580838323353293,0.6826347305389222,0.9464285714285714,0.6071428571428571,0.47408383233532936,0.3016347305389222,0.5294285714285714,0.3161428571428571,1.62128999144568
0.8,0.8300000000000001,0.9580838323353293,0.6526946107784432,0.9464285714285714,0.5803571428571429,0.47408383233532936,0.27169461077844315,0.5294285714285714,0.2893571428571429,1.5645641573994866
0.8,0.8310000000000001,0.9580838323353293,0.6407185628742516,0.9464285714285714,0.5714285714285714,0.47408383233532936,0.25971856287425155,0.5294285714285714,0.2804285714285714,1.5436595380667237
0.8,0.8320000000000001,0.9580838323353293,0.6167664670658682,0.9464285714285714,0.5625,0.47408383233532936,0.23576646706586823,0.5294285714285714,0.2715,1.510778870829769
0.8,0.8330000000000001,0.9580838323353293,0.592814371257485,0.9464285714285714,0.5267857142857143,0.47408383233532936,0.21181437125748503,0.5294285714285714,0.23578571428571432,1.4511124893071001
0.8,0.8340000000000001,0.9580838323353293,0.562874251497006,0.9464285714285714,0.5089285714285714,0.47408383233532936,0.18187425149700598,0.5294285714285714,0.21792857142857142,1.4033152266894782
0.8,0.8350000000000001,0.9580838323353293,0.5568862275449101,0.9464285714285714,0.5,0.47408383233532936,0.17588622754491012,0.5294285714285714,0.20900000000000002,1.388398631308811
0.8,0.8360000000000001,0.9580838323353293,0.5329341317365269,0.9464285714285714,0.48214285714285715,0.47408383233532936,0.15193413173652692,0.5294285714285714,0.19114285714285717,1.3465893926432848
0.8,0.8370000000000001,0.9580838323353293,0.5149700598802395,0.9464285714285714,0.44642857142857145,0.47408383233532936,0.13397005988023947,0.5294285714285714,0.15542857142857147,1.2929110350727118
0.8,0.8380000000000001,0.9580838323353293,0.49700598802395207,0.9464285714285714,0.4375,0.47408383233532936,0.11600598802395207,0.5294285714285714,0.14650000000000002,1.266018391787853
0.8,0.8390000000000001,0.9580838323353293,0.47305389221556887,0.9464285714285714,0.38392857142857145,0.47408383233532936,0.09205389221556887,0.5294285714285714,0.09292857142857147,1.1884948674080411
0.8,0.8400000000000001,0.9580838323353293,0.46107784431137727,0.9464285714285714,0.3392857142857143,0.47408383233532936,0.08007784431137727,0.5294285714285714,0.04828571428571432,1.1318759623609922
0.8,0.8410000000000001,0.9580838323353293,0.437125748502994,0.9464285714285714,0.3125,0.47408383233532936,0.05612574850299401,0.5294285714285714,0.02150000000000002,1.0811381522668948
