mean_FFD_mean,mean_FFD_std,mean_GD_mean,mean_GD_std,mean_GPT_mean,mean_GPT_std,mean_TRT_mean,mean_TRT_std,mean_meanPupilSize_mean,mean_meanPupilSize_std,mean_nFixations_mean,mean_nFixations_std,omission_rate_mean,omission_rate_std,regression_rate_mean,regression_rate_std,regressions_mean,regressions_std,revisit_rate_mean,revisit_rate_std,revisited_words_mean,revisited_words_std,skip_rate_mean,skip_rate_std,skipped_words_mean,skipped_words_std,total_fixations_mean,total_fixations_std,total_participants,total_sentences
113.61688321490243,18.9071233093763,139.31619649532928,38.09276599474179,253.77128064403792,108.39141794212347,206.19836669161677,81.58638912380633,808.7731510354912,267.4177810395327,1.7510295164398437,0.5693541860475924,0.3311532437841976,0.16046252234036537,0.3229765120049008,0.10261135459324014,8.613428571428571,6.784056777969729,0.22100548927899108,0.17316498732036634,4.648,4.419756627063223,0.3311532437841976,0.16046252234036537,7.347142857142857,5.49819325019171,25.694857142857142,17.67311474215858,12,3500
