section,metric,metric_label,source,source_label,condition,comparison,n,mean,sd,sem,test,df1,df2,statistic,p,effect_size,effect_size_name,value_unit,values_source
inferential,regression_rate,Regression rate,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,30s_vs_90s,18,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,episode_stimulus,
inferential,regression_rate,Regression rate,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,60s_vs_90s,18,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,episode_stimulus,
descriptive,regression_rate,Regression rate,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),30s,,9,0.5120657664775312,0.10372151620127748,0.03457383873375916,,,,,,,,episode_stimulus,
descriptive,regression_rate,Regression rate,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),60s,,9,0.513632967431987,0.10328521532802051,0.03442840510934017,,,,,,,,episode_stimulus,
descriptive,regression_rate,Regression rate,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),90s,,9,0.513632967431987,0.10328521532802051,0.03442840510934017,,,,,,,,episode_stimulus,
inferential,regression_rate,Regression rate,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,30s_vs_60s_vs_90s,27,,,,one_way_anova,2,24,0.0006887639582903761,0.9993114929372822,5.7393702298065335e-05,eta_squared,episode_stimulus,
inferential,regression_rate,Regression rate,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,30s_vs_60s,18,,,,welch_t_test,,15.999715703425686,-0.03211999782214808,0.974773636009019,-0.0151415121811587,cohens_d,episode_stimulus,
inferential,regression_rate,Regression rate,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,30s_vs_90s,18,,,,welch_t_test,,15.999715703425686,-0.03211999782214808,0.974773636009019,-0.0151415121811587,cohens_d,episode_stimulus,
inferential,regression_rate,Regression rate,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,60s_vs_90s,18,,,,welch_t_test,,16.0,0.0,1.0,0.0,cohens_d,episode_stimulus,
descriptive,regression_rate,Regression rate,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),30s,,9,0.5028370299031022,0.1333823266333294,0.04446077554444314,,,,,,,,episode_stimulus,
descriptive,regression_rate,Regression rate,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),60s,,9,0.5262615682550322,0.14641083019477202,0.04880361006492401,,,,,,,,episode_stimulus,
descriptive,regression_rate,Regression rate,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),90s,,9,0.5484837904772546,0.10985216078901314,0.03661738692967104,,,,,,,,episode_stimulus,
inferential,regression_rate,Regression rate,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,30s_vs_60s_vs_90s,27,,,,one_way_anova,2,24,0.27425436175992585,0.762488897656507,0.022343871462722587,eta_squared,episode_stimulus,
inferential,regression_rate,Regression rate,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,30s_vs_60s,18,,,,welch_t_test,,15.863013028487172,-0.354813290417347,0.7274026623843022,-0.1672605891394786,cohens_d,episode_stimulus,
inferential,regression_rate,Regression rate,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,30s_vs_90s,18,,,,welch_t_test,,15.432954420140858,-0.7924983575323568,0.44008330193595924,-0.37358730846022037,cohens_d,episode_stimulus,
inferential,regression_rate,Regression rate,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,60s_vs_90s,18,,,,welch_t_test,,14.839641308657018,-0.3642191858139106,0.7208318305394308,-0.17169457075150624,cohens_d,episode_stimulus,
descriptive,mcq_accuracy,MCQ accuracy,human,Human,30s,,32,0.5916666666666666,0.13520195964731105,0.0239005556240809,,,,,,,,participant_mean_across_trials,
descriptive,mcq_accuracy,MCQ accuracy,human,Human,60s,,32,0.7312500000000002,0.13807106891628165,0.02440774727909447,,,,,,,,participant_mean_across_trials,
descriptive,mcq_accuracy,MCQ accuracy,human,Human,90s,,32,0.825,0.11578004111740049,0.020467213050042794,,,,,,,,participant_mean_across_trials,
inferential,mcq_accuracy,MCQ accuracy,human,Human,,30s_vs_60s_vs_90s,96,,,,one_way_anova,2,93,26.07919131279245,1.0204659084177638e-09,0.3593205000094273,eta_squared,participant_mean_across_trials,
inferential,mcq_accuracy,MCQ accuracy,human,Human,,30s_vs_60s,64,,,,welch_t_test,,61.97268097639163,-4.086042198978088,0.00012826911658800482,-1.0215105497445223,cohens_d,participant_mean_across_trials,
inferential,mcq_accuracy,MCQ accuracy,human,Human,,30s_vs_90s,64,,,,welch_t_test,,60.5664739884393,-7.415283227184686,4.645476391845755e-10,-1.8538208067961714,cohens_d,participant_mean_across_trials,
inferential,mcq_accuracy,MCQ accuracy,human,Human,,60s_vs_90s,64,,,,welch_t_test,,60.1723740125924,-2.9431624233748344,0.004609670316666983,-0.7357906058437086,cohens_d,participant_mean_across_trials,
descriptive,mcq_accuracy,MCQ accuracy,simulation,Simulation,30s,,9,0.4888888888888888,0.24720661623652207,0.08240220541217402,,,,,,,,episode_stimulus,
descriptive,mcq_accuracy,MCQ accuracy,simulation,Simulation,60s,,9,0.7555555555555555,0.19436506316151,0.06478835438717,,,,,,,,episode_stimulus,
descriptive,mcq_accuracy,MCQ accuracy,simulation,Simulation,90s,,9,0.8,0.22360679774997896,0.07453559924999299,,,,,,,,episode_stimulus,
inferential,mcq_accuracy,MCQ accuracy,simulation,Simulation,,30s_vs_60s_vs_90s,27,,,,one_way_anova,2,24,5.134328358208956,0.01392418959919685,0.299651567944251,eta_squared,episode_stimulus,
inferential,mcq_accuracy,MCQ accuracy,simulation,Simulation,,30s_vs_60s,18,,,,welch_t_test,,15.15618273140397,-2.5439949120152647,0.02233135820621047,-1.1992507023933785,cohens_d,episode_stimulus,
inferential,mcq_accuracy,MCQ accuracy,simulation,Simulation,,30s_vs_90s,18,,,,welch_t_test,,15.841584158415841,-2.800000000000001,0.01293338598439447,-1.3199326582148891,cohens_d,episode_stimulus,
inferential,mcq_accuracy,MCQ accuracy,simulation,Simulation,,60s_vs_90s,18,,,,welch_t_test,,15.695693178245838,-0.4500351603704102,0.6588384978756725,-0.2121486091135283,cohens_d,episode_stimulus,
descriptive,mcq_accuracy,MCQ accuracy,full_memory,Sim with unlimited memory,30s,,27,0.6666666666666669,2.2627440604109067e-16,4.3546529746182126e-17,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,full_memory,Sim with unlimited memory,60s,,27,0.9333333333333333,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,full_memory,Sim with unlimited memory,90s,,27,0.9555555555555556,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,full_memory,Sim with unlimited memory,,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,inf,0.0,0.9999999999999986,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,full_memory,Sim with unlimited memory,,30s_vs_60s,54,,,,welch_t_test,,26.0,-6123717968365690.0,0.0,-1666664927912089.0,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,full_memory,Sim with unlimited memory,,30s_vs_90s,54,,,,welch_t_test,,26.0,-6634027799062832.0,0.0,-1805553671904763.2,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,full_memory,Sim with unlimited memory,,60s_vs_90s,54,,,,welch_t_test,,1.0,-inf,0.0,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),30s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),60s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),90s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,nan,nan,nan,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),,30s_vs_60s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),,30s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),,60s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),30s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),60s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),90s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,nan,nan,nan,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,30s_vs_60s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,30s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,60s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),30s,,27,0.06666666666666667,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),60s,,27,0.022222222222222227,3.535537594392042e-18,6.804145272840957e-19,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),90s,,27,0.04444444444444445,7.071075188784084e-18,1.3608290545681915e-18,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,inf,0.0,0.9999999999999998,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,30s_vs_60s,54,,,,welch_t_test,,26.0,6.531965832923406e+16,0.0,1.7777759231062292e+16,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,30s_vs_90s,54,,,,welch_t_test,,26.0,1.632991458230851e+16,0.0,4444439807765571.5,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,60s_vs_90s,54,,,,welch_t_test,,38.23529411764706,-1.4605919629122776e+16,0.0,-3975227812827968.5,cohens_d,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),30s,,27,0.06666666666666667,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),60s,,27,0.06666666666666667,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),90s,,27,0.06666666666666667,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,nan,nan,nan,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,30s_vs_60s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,30s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,mcq_accuracy,MCQ accuracy,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,60s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,human,Human,30s,,32,0.6416666666666666,0.07851671511195134,0.013879925423038265,,,,,,,,participant_mean_across_trials,
descriptive,free_recall_score,Free recall,human,Human,60s,,32,0.703125,0.0694883373830319,0.01228391864423013,,,,,,,,participant_mean_across_trials,
descriptive,free_recall_score,Free recall,human,Human,90s,,32,0.7302083333333333,0.07251714665608258,0.01281934153820384,,,,,,,,participant_mean_across_trials,
inferential,free_recall_score,Free recall,human,Human,,30s_vs_60s_vs_90s,96,,,,one_way_anova,2,93,12.15858028945554,2.0377239393162332e-05,0.20727709790209814,eta_squared,participant_mean_across_trials,
inferential,free_recall_score,Free recall,human,Human,,30s_vs_60s,64,,,,welch_t_test,,61.097343309013894,-3.315795261624998,0.0015412183095599382,-0.8289488154062495,cohens_d,participant_mean_across_trials,
inferential,free_recall_score,Free recall,human,Human,,30s_vs_90s,64,,,,welch_t_test,,61.61234126705787,-4.686201694569759,1.5829022225845164e-05,-1.1715504236424397,cohens_d,participant_mean_across_trials,
inferential,free_recall_score,Free recall,human,Human,,60s_vs_90s,64,,,,welch_t_test,,61.887487334394585,-1.5254157408139253,0.1322499769559178,-0.3813539352034813,cohens_d,participant_mean_across_trials,
descriptive,free_recall_score,Free recall,simulation,Simulation,30s,,9,0.535790921913253,0.19382562522944702,0.064608541743149,,,,,,,,episode_stimulus,
descriptive,free_recall_score,Free recall,simulation,Simulation,60s,,9,0.6717904806137085,0.13607343184882817,0.045357810616276056,,,,,,,,episode_stimulus,
descriptive,free_recall_score,Free recall,simulation,Simulation,90s,,9,0.6763229933049943,0.10529535739184515,0.03509845246394838,,,,,,,,episode_stimulus,
inferential,free_recall_score,Free recall,simulation,Simulation,,30s_vs_60s_vs_90s,27,,,,one_way_anova,2,24,2.5635229554953725,0.09794395033357793,0.17602354617967325,eta_squared,episode_stimulus,
inferential,free_recall_score,Free recall,simulation,Simulation,,30s_vs_60s,18,,,,welch_t_test,,14.344595914156194,-1.7228120520995713,0.10640251640259975,-0.8121413898330123,cohens_d,episode_stimulus,
inferential,free_recall_score,Free recall,simulation,Simulation,,30s_vs_90s,18,,,,welch_t_test,,12.3435880724691,-1.911308530392415,0.07946046629288687,-0.9009994818534474,cohens_d,episode_stimulus,
inferential,free_recall_score,Free recall,simulation,Simulation,,60s_vs_90s,18,,,,welch_t_test,,15.052088577735407,-0.07902995822866589,0.9380498934773844,-0.037255079586919496,cohens_d,episode_stimulus,
descriptive,free_recall_score,Free recall,full_memory,Sim with unlimited memory,30s,,27,0.8650520642598468,2.2627440604109067e-16,4.3546529746182126e-17,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,full_memory,Sim with unlimited memory,60s,,27,0.8923809727032977,2.2627440604109067e-16,4.3546529746182126e-17,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,full_memory,Sim with unlimited memory,90s,,27,0.8651250468360054,1.1313720302054534e-16,2.1773264873091063e-17,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,full_memory,Sim with unlimited memory,,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,inf,0.0,0.9999999999999877,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,full_memory,Sim with unlimited memory,,30s_vs_60s,54,,,,welch_t_test,,52.0,-443765705222117.94,0.0,-120777727015613.47,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,full_memory,Sim with unlimited memory,,30s_vs_90s,54,,,,welch_t_test,,38.23529411764706,-1499031058639.41,0.0,-407984578027.8492,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,full_memory,Sim with unlimited memory,,60s_vs_90s,54,,,,welch_t_test,,38.23529411764706,559825119330468.56,0.0,152365098616927.9,cohens_d,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),30s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),60s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),90s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,nan,nan,nan,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),,30s_vs_60s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),,30s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),,60s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),30s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),60s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),90s,,27,0.0,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,nan,nan,nan,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,30s_vs_60s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,30s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),,60s_vs_90s,54,,,,welch_t_test,,1.0,nan,nan,nan,cohens_d,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),30s,,27,0.39485528402858316,5.656860151027267e-17,1.0886632436545532e-17,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),60s,,27,0.3635035223431057,5.656860151027267e-17,1.0886632436545532e-17,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),90s,,27,0.3900185724099478,1.1313720302054534e-16,2.1773264873091063e-17,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,inf,0.0,1.0000000000000089,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,30s_vs_60s,54,,,,welch_t_test,,52.0,2036354531041762.2,0.0,554225504050760.56,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,30s_vs_90s,54,,,,welch_t_test,,38.23529411764706,198687997043528.53,0.0,54076023419139.72,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),,60s_vs_90s,54,,,,welch_t_test,,38.23529411764706,-1089215691295675.9,0.0,-296446962611916.25,cohens_d,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),30s,,27,0.3532601272066435,1.1313720302054534e-16,2.1773264873091063e-17,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),60s,,27,0.38116514682769775,0.0,0.0,,,,,,,,summary_expanded_trial,summary_mean_repeated
descriptive,free_recall_score,Free recall,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),90s,,27,0.38948453466097505,1.1313720302054534e-16,2.1773264873091063e-17,,,,,,,,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,30s_vs_60s_vs_90s,81,,,,one_way_anova,2,78,inf,0.0,0.9999999999999889,eta_squared,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,30s_vs_60s,54,,,,welch_t_test,,26.0,-1281618525457853.2,0.0,-348812381363323.7,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,30s_vs_90s,54,,,,welch_t_test,,52.0,-1176420913662727.0,0.0,-320181217912496.06,cohens_d,summary_expanded_trial,summary_mean_repeated
inferential,free_recall_score,Free recall,text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),,60s_vs_90s,54,,,,welch_t_test,,26.0,-382091885703323.2,0.0,-103992239425663.62,cohens_d,summary_expanded_trial,summary_mean_repeated
